ICN,Incident_Date,Date_Stamp,Subject,Country,ISO-3166-2,City,Geocode,Geocode_Anchor,Incident_Group_Type,Summary,Related_Term,Incident_Victims_Dead,Incident_Victims_Hostaged,Incident_Victims_Wounded,Incident_Included_Victims,Weapon,Event_Type,Geocode_Has_Value,Province_State,Assassination,IED,Incident_Day,Incident_Month,Month_Number,Incident_Year
201012191,18-Jul-10,2010-07-18,"1 paramilitary member killed in IED attack in Abu Ghurayb, Al Anbar, Iraq",Iraq,IQ,Abu Ghurayb,"33.308334,44.185001","Abu Ghurayb, Al-Anbar, Iraq,",Islamic Extremist (Sunni),"On 18 July 2010, in Abu Ghurayb, Al Anbar, Iraq, assailants detonated a roadside improvised explosive device (IED), killing one Sahwa Council member and damaging his vehicle.  No group claimed responsibility.","Abu Ghurayb, Al Anbar, July, member, roadside, Sahwa Council",1,0,0,Yes,"Explosive, IED",Bombing,Yes,Al Anbar,No,Yes,22,Jan,7,2010
201013448,6-Aug-10,2010-08-06,"2 police officers killed, 3 others, 10 civilians wounded in IED attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Islamic Extremist (Sunni),"On 6 August 2010, in the Al Kazimiyah district of Baghdad, Iraq, assailants detonated a roadside improvised explosive device (IED) in the western 'Adan Square, killing two police officers, wounding three others and nine or 10 civilians, and damaging three vehicles, one of which was a mini-bus.  No group claimed responsibility.","Adan Square, Al Kazimiyah, August, Baghdad, district, mini, others, roadside",2,0,13,Yes,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,15,Jul,8,2010
201014594,11-Aug-10,2010-08-11,"2 police officers wounded in IED attack in Tall 'Afar, Ninawa, Iraq",Iraq,IQ,Tall 'Afar,"36.375557,42.449722","Tall `Afar, Ninawa, Iraq,",Unknown,"On 11 August 2010, in Tall 'Afar, Ninawa, Iraq, assailants detonated a roadside improvised explosive device (IED) near a police patrol, wounding two police officers.  No group claimed responsibility.","August, Ninawa, patrol, police, police patrol, roadside",0,0,2,Yes,"Explosive, IED",Bombing,Yes,Ninawa,No,Yes,7,Feb,8,2010
201000572,4-Feb-10,2010-02-04,"1 civilian killed in armed attack in Mosul, Ninawa, Iraq",Iraq,IQ,Mosul,"36.400002,43.200001","Muhafazat Ninawa, Ninawa, Iraq,",Unknown,"On 4 February 2010, in the evening, in the Al Amil district of southwestern Mosul, Ninawa, Iraq, in a drive-by shooting, assailants fired upon and killed a civilian as he exited a mosque after attending evening prayers.  No group claimed responsibility.","Al Amil, drive, evening, evening prayers, mosque, prayers",1,0,0,Yes,Firearm,Armed Attack,Yes,Ninawa,No,No,22,Aug,2,2010
201011239,27-Jun-10,2010-06-27,"1 civilian killed in armed attack in Mosul, Ninawa, Iraq",Iraq,IQ,Mosul,"36.400002,43.200001","Muhafazat Ninawa, Ninawa, Iraq,",Unknown,"On 27 June 2010, in the Al Amil district of Mosul, Ninawa, Iraq, assailants fired upon and killed a civilian.  No group claimed responsibility.","Al Amil, district, June, Mosul, Ninawa",1,0,0,Yes,Firearm,Armed Attack,Yes,Ninawa,No,No,13,May,6,2010
201012116,4-Jul-10,2010-07-04,"2 police officers wounded in suicide IED attack by suspected ISI in Mosul, Ninawa, Iraq",Iraq,IQ,Mosul,"36.400002,43.200001","Muhafazat Ninawa, Ninawa, Iraq,",Islamic Extremist (Sunni),"On 4 July 2010, at about 10:30 AM, in Mosul, Ninawa, Iraq, police officers fired upon and killed a suicide bomber then improvised explosive device (IED) he was wearing exploded, wounding two police officers and damaging one checkpoint.  No group claimed responsibility, although it was believed the Islamic State of Iraq (ISI) was responsible.","bomber, checkpoint, Islamic State, police officers, suicide, suicide bomber",0,0,2,Yes,"Explosive, IED","Bombing, Suicide",Yes,Ninawa,No,Yes,31,Jan,7,2010
201013309,17-Aug-10,2010-08-17,"1 government official wounded in IED attack in by ISI in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Islamic Extremist (Sunni),"On 17 August 2010, in the Mansur district of Baghdad, Iraq, assailants detonated a roadside improvised explosive device (IED) targeting a judge's vehicle in the western Yarmuk neighborhood, wounding the judge and destroying the vehicle.  The Islamic State of Iraq (ISI) claimed responsibility.","Islamic State, judge, Mansur, s vehicle, targeting, vehicle, Yarmuk",0,0,1,Yes,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,5,Jul,8,2010
201014883,5-Sep-10,2010-09-05,"4 civilians wounded in IED attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Unknown,"On 5 September 2010, in Baghdad, Iraq, assailants detonated a roadside improvised explosive device (IED), wounding four civilians.  No group claimed responsibility.","Baghdad, roadside, September",0,0,4,Yes,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,26,Dec,9,2009
201008438,17-Apr-10,2010-04-17,"5 civilians wounded in IED attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Unknown,"On 17 April 2010, in the Rashid district of Baghdad, Iraq, assailants detonated an improvised explosive device (IED) attached to a vehicle in the southwestern Saidiya neighborhood, wounding five civilians and damaging the vehicle.  No group claimed responsibility.","April, Baghdad, district, neighborhood, Rashid, Saidiya, vehicle",0,0,5,Yes,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,23,Feb,4,2010
201011310,29-Jun-10,2010-06-29,"1 civilian killed in assault in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Unknown,"On 29 June 2010, in the morning, in the Karradah district of Baghdad, Iraq, assailants stormed a civilian residence in the southeastern Az Za'faraniyah neighborhood and beheaded its occupant.  No group claimed responsibility.","Az Za, civilian residence, Karradah, morning, neighborhood, occupants, residence",1,0,0,Yes,Primitive,Assault,Yes,Baghdad,No,No,16,Apr,6,2010
201006530,13-Mar-10,2010-03-13,"1 civilian wounded in grenade attack in Mosul, Ninawa, Iraq",Iraq,IQ,Mosul,"36.400002,43.200001","Muhafazat Ninawa, Ninawa, Iraq,",Unknown,"On 13 March 2010, in western Mosul, Ninawa, Iraq, an assailant threw a grenade at a mobile police patrol but missed, wounding one civilian.  No group claimed responsibility.","grenade, mobile police, mobile police patrol, Mosul, Ninawa, police patrol",0,0,1,Yes,Grenade,Armed Attack,Yes,Ninawa,No,No,29,Mar,3,2010
201014848,4-Sep-10,2010-09-04,"2 police officers, 1 person wounded in IED attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Islamic Extremist (Sunni),"On 4 September 2010, in the Rashid district of Baghdad, Iraq, assailants detonated a roadside improvised explosive device (IED) near a mobile police patrol in the southwestern Jihad neighborhood, wounding two police officers and one person and damaging one police vehicle and several nearby residences.  No group claimed responsibility.","Jihad, mobile police, mobile police patrol, nearby residences, person, police, police vehicle, Rashid",0,0,3,Yes,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,2,May,9,2010
201013497,6-Aug-10,2010-08-06,"1 police officer killed, 3 others, 2 civilians wounded in IED attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Islamic Extremist (Sunni),"On 6 August 2010, in Baghdad, Iraq, assailants detonated a roadside improvised explosive device (IED), killing one police officer, wounding three others and two civilians, and damaging four civilian vehicles.  No group claimed responsibility.","August, Baghdad, civilian vehicle, others, police officers, roadside",1,0,5,Yes,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,2,Feb,8,2010
200911583,23-Dec-09,2009-12-23,"1 residence damaged in IED attack in Al Fallujah, Al Anbar, Iraq",Iraq,IQ,Al Fallujah,"33.353794,43.779511","Al Fallujah, Al-Anbar, Iraq,",Islamic Extremist (Sunni),"On 23 December 2009, in Al Fallujah, Al Anbar, Iraq, assailants detonated an improvised explosive device (IED) outside the residence of a police officer, heavily damaging the home but causing no injuries.  No group claimed responsibility.","Al Anbar, Al Fallujah, December, home, officers, police officers, residence",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Al Anbar,No,Yes,8,Aug,12,2010
201009538,19-May-10,2010-05-19,"6 paramilitary members wounded in IED attack in Bayji, Salah ad Din, Iraq",Iraq,IQ,Bayji,"34.931137,43.486996","Bayji, Salah ad-Din, Iraq,",Islamic Extremist (Sunni),"On 19 May 2010, in Bayji, Salah ad Din, Iraq, assailants detonated an improvised explosive device (IED) targeting a Sahwa Council leader, wounding six Sahwa Council members.  No group claimed responsibility.","Bayji, leader, member, Sahwa Council, Salah, targeting",0,0,6,Yes,"Explosive, IED",Bombing,Yes,Salah ad Din,No,Yes,23,Dec,5,2009
201010925,21-Jun-10,2010-06-21,"1 civilian wounded in IED attack in Bayji, Salah ad Din, Iraq",Iraq,IQ,Bayji,"34.931137,43.486996","Bayji, Salah ad-Din, Iraq,",Unknown,"On 21 June 2010, in Bayji, Salah ad Din, Iraq, assailants detonated an improvised explosive device (IED) attached to a motorcycle, wounding one civilian and damaging one vehicle and several nearby shops and residences.  No group claimed responsibility.","Bayji, June, motorcycle, nearby shops, residence, Salah, shop",0,0,1,Yes,"Explosive, IED",Bombing,Yes,Salah ad Din,No,Yes,30,Sep,6,2010
201015383,13-Sep-10,2010-09-13,"1 person killed in IED attack in Al Amiriyah, Al Anbar, Iraq",Iraq,IQ,Al Amiriyah,"33.162464,43.930664","Nahiyat al `Amiriyah, Al-Anbar, Iraq,",Unknown,"On 13 September 2010, in Al Amiriyah, Al Anbar, Iraq, assailants detonated an improvised explosion device (IED) near a vehicle, killing one person and damaging one vehicle.  No group claimed responsibility.","Al Amiriyah, Al Anbar, explosives, person, vehicle",1,0,0,Yes,"Explosive, IED",Bombing,Yes,Al Anbar,No,Yes,8,Jan,9,2010
201005887,22-Feb-10,2010-02-22,"Unknown target in IED attack in Tikrit, Salah ad Din, Iraq",Iraq,IQ,Tikrit,"34.607124,43.678223","Tikrit, Salah ad-Din, Iraq,",Unknown,"On 22 February 2010, in Tikrit, Salah ad Din, Iraq, an improvised explosive device (IED) exploded as assailants were transporting it in their car, causing no injuries or damage.  No group claimed responsibility.","damage, February, Salah, Tikrit",0,0,0,No,"Explosive, IED",Bombing,Yes,Salah ad Din,No,Yes,7,Mar,2,2010
201008628,25-Apr-10,2010-04-25,"3 bodyguards wounded in IED attack in Al Fallujah, Al Anbar, Iraq",Iraq,IQ,Al Fallujah,"33.353794,43.779511","Al Fallujah, Al-Anbar, Iraq,",Unknown,"On 25 April 2010, in Al Fallujah, Al Anbar, Iraq, assailants detonated a roadside improvised explosive device (IED) near the provincial deputy governor's motorcade as it passed, wounding three bodyguards and damaging one vehicle.  No group claimed responsibility.","Al Fallujah, bodyguards, deputy, deputy governor, governor, motorcade, provincial deputy, provincial deputy governor, s motorcade",0,0,3,Yes,"Explosive, IED",Bombing,Yes,Al Anbar,No,Yes,7,Jun,4,2010
201014088,26-Aug-10,2010-08-26,"3 civilians killed in IED attack in Ba'qubah, Diyala, Iraq",Iraq,IQ,Ba'qubah,"33.750000,44.633331","Qubbah, Diyala, Iraq,",Unknown,"On 26 August 2010, in Ba'qubah, Diyala, Iraq, assailants detonated an improvised explosive device (IED), killing three civilians.  No group claimed responsibility.","August, Diyala, explosive device",3,0,0,Yes,"Explosive, IED",Bombing,Yes,Diyala,No,Yes,22,Feb,8,2010
201015130,8-Sep-10,2010-09-08,"1 police officer, 1 civilian killed, 1 civilian wounded in IED attack in Al Karmah, Al Anbar, Iraq",Iraq,IQ,Al Karmah,"33.405167,43.932049","Al Karmah, Al-Anbar, Iraq,",Islamic Extremist (Sunni),"On 8 September 2010, in Al Karmah, Al Anbar, Iraq, assailants detonated an improvised explosive device (IED) attached to the vehicle of a police officer, killing one police officer and his civilian son, wounding one nearby civilian, and damaging the vehicle.  No group claimed responsibility.","Al Anbar, Al Karmah, civilian son, nearby civilians, officers, police officers, vehicle",2,0,1,Yes,"Explosive, IED",Bombing,Yes,Al Anbar,No,Yes,10,Jul,9,2010
201005851,20-Feb-10,2010-02-20,"Unknown target in IED attack in Tikrit, Salah ad Din, Iraq",Iraq,IQ,Tikrit,"34.607124,43.678223","Tikrit, Salah ad-Din, Iraq,",Unknown,"On 20 February 2010, in Tikrit, Salah ad Din, Iraq, an improvised explosive device (IED) exploded prematurely, causing no injuries or damage.  No group claimed responsibility.","damage, February, Salah, Tikrit",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Salah ad Din,No,Yes,29,Jan,2,2010
201012794,12-Jul-10,2010-07-12,"1 vehicle damaged in IED attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Unknown,"On 12 July 2010, at about 9:00 PM, in northwestern Al Kazimiyah district of Baghdad, Iraq, assailants detonated an improvised explosive device (IED) magnetically attached to a vehicle, damaging one vehicle but causing no injuries.  No group claimed responsibility.","Al Kazimiyah, Baghdad, district, July, vehicle",0,0,0,No,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,29,Sep,7,2010
201008213,13-Apr-10,2010-04-13,"1 soldier, 5 civilians wounded in IED attack in Al Mahmudiyah, Babil, Iraq",Iraq,IQ,Al Mahmudiyah,"33.041340,44.305920","Al Mahmudiyah, Babil, Iraq,",Unknown,"On 13 April 2010, in Al Mahmudiyah, Babil, Iraq, assailants detonated an improvised explosive device (IED) underneath a vehicle near a gas station, wounding one soldier and four or five civilians and damaging the vehicle.  No group claimed responsibility.","Al Mahmudiyah, April, Babil, gas station, soldiers, station, vehicle",0,0,6,Yes,"Explosive, IED",Bombing,Yes,Babil,No,Yes,30,Mar,4,2010
201010976,7-Jun-10,2010-06-07,"Police checkpoint targeted in IED attack in Al Karmah, Al Anbar, Iraq",Iraq,IQ,Al Karmah,"33.405167,43.932049","Al Karmah, Al-Anbar, Iraq,",Unknown,"On 7 June 2010, in Al Karmah, Al Anbar, Iraq, assailants threw improvised explosive devices (IED) at a police checkpoint but caused no injuries or damage.  No group claimed responsibility.","Al Anbar, Al Karmah, checkpoint, damage, June, police checkpoint",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Al Anbar,No,Yes,8,May,6,2010
201015016,19-Sep-10,2010-09-19,"2 civilians wounded in IED attack in Mosul, Ninawa, Iraq",Iraq,IQ,Mosul,"36.400002,43.200001","Muhafazat Ninawa, Ninawa, Iraq,",Unknown,"On 19 September 2010, in Mosul, Ninawa, Iraq, assailants detonated an improvised explosive device (IED), wounding two civilians.  No group claimed responsibility.","Mosul, Ninawa, September",0,0,2,Yes,"Explosive, IED",Bombing,Yes,Ninawa,No,Yes,16,Mar,9,2010
201008695,24-Apr-10,2010-04-24,"1 vehicle damaged in IED attack in Kirkuk, At Ta'mim, Iraq",Iraq,IQ,Kirkuk,"35.468056,44.392223","Kirkuk, At-Ta'mim, Iraq,",Islamic Extremist (Sunni),"On 24 April 2010, in Kirkuk, At Ta'mim, Iraq, an improvised explosive device (IED) attached to the vehicle of a university professor exploded, damaging the vehicle but causing no injuries.  No group claimed responsibility.","April, Kirkuk, professor, university, university professor, vehicle",0,0,0,Yes,"Explosive, IED",Bombing,Yes,At Ta'mim (Historical),No,Yes,3,Jun,4,2010
201015147,9-Sep-10,2010-09-09,"Police officers targeted in IED attack in Khanaqin, Diyala, Iraq",Iraq,IQ,Khanaqin,"34.349163,45.397728","Khanaqin, Diyala, Iraq,",Unknown,"On 9 September 2010, in Khanaqin, Diyala, Iraq, assailants detonated a roadside improvised explosive device (IED) targeting a mobile police patrol, causing no injuries or damage.  No group claimed responsibility.","Diyala, Khanaqin, mobile police, mobile police patrol, patrol, police patrol, roadside, September, targeting",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Diyala,No,Yes,20,Jan,9,2010
201014479,13-Aug-10,2010-08-13,"3 police officers, 15 civilians and children wounded in triple IED attack in Samarra', Salah ad Din, Iraq",Iraq,IQ,Samarra',"34.200962,43.875614","Samarra', Salah ad-Din, Iraq,",Islamic Extremist (Sunni),"On 13 August 2010, in central Samarra', Salah ad Din, Iraq, assailants detonated three improvised explosive devices (IED) targeting the residences of two police officers and a Sahwa Council leader, wounding three police officers and 15 civilians, including children, and damaging the three residences and one vehicle.  No group claimed responsibility.","children, leader, officers, police officers, residence, Sahwa Council, Salah, Samarra, targeting",0,0,18,Yes,"Explosive, IED",Bombing,Yes,Salah ad Din,No,Yes,14,Apr,8,2010
201008953,30-Apr-10,2010-04-30,"5 people wounded in IED attack in Al Musayyib, Babil, Iraq",Iraq,IQ,Al Musayyib,"32.783314,44.282513","Al Musayyib, Babil, Iraq,",Unknown,"On 30 April 2010, in Al Musayyib, Babil, Iraq, assailants detonated a roadside improvised explosive device (IED) in a market, wounding between three and five people and damaging the market.  No group claimed responsibility.","Al Musayyib, April, Babil, market, People, roadside",0,0,5,Yes,"Explosive, IED",Bombing,Yes,Babil,No,Yes,13,Sep,4,2010
201008214,13-Apr-10,2010-04-13,"2 people wounded in IED attack in Baghdad, Iraq",Iraq,IQ,Baghdad,"33.340584,44.400875","Baghdad, Baghdad, Iraq,",Unknown,"On 13 April 2010, in the Al Kazimiyah district of Baghdad Iraq, assailants detonated an improvised explosive device (IED) in the northwestern 'Ali al Saleh neighborhood, wounding two people.  No group claimed responsibility.","Al Kazimiyah, April, district, neighborhood, People",0,0,2,Yes,"Explosive, IED",Bombing,Yes,Baghdad,No,Yes,14,Jun,4,2010
