ICN,Incident_Date,Date_Stamp,Subject,Country,ISO-3166-2,City,Geocode,Geocode_Anchor,Incident_Group_Type,Summary,Related_Term,Incident_Victims_Dead,Incident_Victims_Hostaged,Incident_Victims_Wounded,Incident_Included_Victims,Weapon,Event_Type,Geocode_Has_Value,Province_State,Assassination,IED,Incident_Day,Incident_Month,Month_Number,Incident_Year
201011043,20-Jun-10,2010-06-20,"2 civilians kidnapped in Pasaband, Ghowr, Afghanistan",Afghanistan,AF,Pasaband,"33.689720,64.854164","Pasaband, Ghowr, Afghanistan,",Islamic Extremist (Sunni),"On 20 June 2010, in Hotkal village, Pasaband, Ghowr, Afghanistan, assailants kidnapped two civilians.  No group claimed responsibility.","Ghowr, June, Pasaband, village",0,2,0,Yes,Unknown,Kidnapping,Yes,Ghowr,No,No,20,Jun,6,2010
201007281,28-Mar-10,2010-03-28,"1 civilian killed, 1 other injured in armed attack in Herat, Herat, Afghanistan",Afghanistan,AF,Herat,"34.363201,62.184971","Herat, Herat, Afghanistan,",Islamic Extremist (Sunni),"On 28 March 2010, in Herat, Herat, Afghanistan, armed assailants fired upon civilians, killing one civilian and injuring one other.  No group claimed responsibility.","Afghanistan, Herat, March",1,0,1,Yes,Firearm,Armed Attack,Yes,Herat,No,No,28,Mar,3,2010
201010120,7-Jun-10,2010-06-07,"Unknown target in rocket attack in Jaghatu, Ghazni, Afghanistan",Afghanistan,AF,Jaghatu,"33.577778,68.185554","Jaghatuy Ghazni, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On 7 June 2010, Jaghatu, Ghazni, Afghanistan, assailants fired rockets into the city but caused no injuries or damage.  No group claimed responsibility.","city, Ghazni, Jaghatu, June, rockets",0,0,0,No,Missile/Rocket,Armed Attack,Yes,Ghazni,No,No,7,Jun,6,2010
201000137,9-Jan-10,2010-01-09,"2 bodyguards killed, 7 others injured in IED attack by Taliban in Paghman, Kabol, Afghanistan",Afghanistan,AF,Paghman,"34.587502,68.953331","Paghman, Kabul, Afghanistan,",Islamic Extremist (Sunni),"On 9 January 2010, at 10:30 AM, in Arghandi, Paghman, Kabol, Afghanistan, assailants detonated an improvised explosive device (IED) near the vehicle of a political party member, killing two of his bodyguards, injuring seven others, and damaging their vehicle and another nearby vehicle.  The Taliban claimed responsibility.","bodyguards, nearby vehicles, Paghman, party, party member, political party, political party member, vehicle",2,0,7,Yes,"Explosive, IED",Bombing,Yes,Kabol,No,Yes,9,Jan,1,2010
201007014,11-Mar-10,2010-03-11,"2 police officers wounded in armed attack in Naray, Konar, Afghanistan",Afghanistan,AF,Naray,"35.225277,71.528053","Naray, Konar, Afghanistan,",Islamic Extremist (Sunni),"On 11 March 2010, in the afternoon, in Naray, Konar, Afghanistan, assailants fired on a police vehicle, wounding two police officers and damaging the vehicle.  No group claimed responsibility.","afternoon, Konar, Naray, police, police vehicle, vehicle",0,0,2,Yes,Firearm,Armed Attack,Yes,Konar,No,No,11,Mar,3,2010
201011953,2-Jul-10,2010-07-02,"1 residential compound damaged in IED attack in Herat, Herat, Afghanistan",Afghanistan,AF,Herat,"34.363201,62.184971","Herat, Herat, Afghanistan,",Islamic Extremist (Sunni),"On 2 July 2010, in Herat, Herat, Afghanistan, assailants detonated an improvised explosive device (IED) targeting the residential compound of a political candidate, damaging the compound but causing no injuries.  No group claimed responsibility.","candidate, compound, Herat, political candidate, residential compound, targeting",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Herat,No,Yes,2,Jul,7,2010
201000259,11-Jan-10,2010-01-11,"1 police officer killed, 2 others wounded in suicide IED attack in Deh Rawod, Oruzgan, Afghanistan",Afghanistan,AF,Deh Rawod,"32.621944,65.460281","Deh Rawod, Oruzgan, Afghanistan,",Islamic Extremist (Sunni),"On 11 January 2010, in the late evening, in Deh Rawod, Oruzgan, Afghanistan, a suicide bomber detonated an improvised explosive device (IED) targeting a police checkpoint, killing one police officer, wounding two others, and damaging the checkpoint.  No group claimed responsibility.","bomber, checkpoint, Deh Rawod, late evening, Oruzgan, police checkpoint, suicide, suicide bomber, targeting",1,0,2,Yes,"Explosive, IED","Bombing, Suicide",Yes,Oruzgan,No,Yes,11,Jan,1,2010
201012473,22-Jul-10,2010-07-22,"District headquarters targeted in armed attack in Moqor, Ghazni, Afghanistan",Afghanistan,AF,Moqor,"32.820000,67.769997","Moqor, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 July 2010, in Moqor, Ghazni, Afghanistan, assailants fired rockets and/or mortars at the district headquarters but caused no injuries or damage.  No group claimed responsibility.","district headquarters, Ghazni, headquarters, Moqor, mortar, rockets",0,0,0,No,"Missile/Rocket, Mortar/Artillery",Armed Attack,Yes,Ghazni,No,No,22,Jul,7,2010
201011005,16-Jun-10,2010-06-16,"1 contractor killed in Sheykhabad, Vardak, Afghanistan",Afghanistan,AF,Sheykhabad,"34.086945,68.756111","Sheykhabad, Vardak, Afghanistan,",Islamic Extremist (Sunni),"On 16 June 2010, in Sheykhabad, Vardak, Afghanistan, assailants attacked and killed a contractor by unknown means.  No group claimed responsibility.","contractor, means, Sheykhabad, unknown means, Vardak",1,0,0,Yes,Unknown,Unknown,Yes,Vardak,No,No,16,Jun,6,2010
201008988,13-May-10,2010-05-13,"2 civilians killed, 1 government official, 1 civilian, 1 child wounded by suspected Taliban in Naveh-ye Barkaza'i, Helmand, Afghanistan",Afghanistan,AF,Naveh-ye Barkaza'i,"31.383333,64.300003","Naveh-ye Barkaza'i, Helmand, Afghanistan,",Islamic Extremist (Sunni),"On 13 May 2010, in the evening, in Naveh-ye Barkaza'i, Helmand, Afghanistan, assailants attacked the house of a member of the village council by unknown means, killing two civilians, wounding the government official, one civilian, and one child; and damaging the house.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Barkaza, council, government official, Helmand, house, Naveh, village council",2,0,3,Yes,Unknown,Unknown,Yes,Helmand,No,No,13,May,5,2010
201008636,22-Apr-10,2010-04-22,"Unknown target in IED attack in Konduz, Kondoz, Afghanistan",Afghanistan,AF,Konduz,"36.727501,68.864723","Kunduz, Kondoz, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 April 2010, in Konduz, Kondoz, Afghanistan, assailants detonated a remote-controlled improvised explosive device (IED) but caused no injuries or damage.  No group claimed responsibility.","Afghanistan, April, damage, Kondoz, Konduz",0,0,0,No,"Explosive, IED",Bombing,Yes,Kondoz,No,Yes,22,Apr,4,2010
201009261,5-May-10,2010-05-05,"1 government official, 1 civilian wounded in Helmand, Afghanistan",Afghanistan,AF,None,"31.000000,64.000000","Helmand, Afghanistan,",Islamic Extremist (Sunni),"On 5 May 2010, in Helmand, Afghanistan, assailants attacked the residence of a government official by unknown means, wounding the government official and his son and damaging the residence.  No group claimed responsibility.","government, government official, Helmand, official, residence",0,0,2,Yes,Unknown,Unknown,Yes,Helmand,No,No,5,May,5,2010
201014929,22-Sep-10,2010-09-22,"Unknown target in rocket attack in Pol-e Khomri, Baghlan, Afghanistan",Afghanistan,AF,Pol-e Khomri,"35.934429,68.771233","Pol-e H?umr?, Baghlan, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 September 2010, in Pol-e Khomri, Baghlan, Afghanistan, assailants fired rockets at an unknown target in a village but caused no reported injuries or damage.  No group claimed responsibility.","Baghlan, rockets, targeting, unknown target, village",0,0,0,No,Missile/Rocket,Armed Attack,Yes,Baghlan,No,No,22,Sep,9,2010
201009555,29-May-10,2010-05-29,"5 civilians killed in armed attack by suspected Taliban in Khowst, Khowst, Afghanistan",Afghanistan,AF,Khowst,"33.338055,69.920281","Khost, Khowst, Afghanistan,",Islamic Extremist (Sunni),"On 29 May 2010, in the night, in Lakan village, in Khowst, Khowst, Afghanistan, armed assailants fired on and killed five civilians.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Khowst, night, Taliban, village",5,0,0,Yes,Firearm,Armed Attack,Yes,Khowst,No,No,29,May,5,2010
201013386,28-Aug-10,2010-08-28,"Private security guards targeted by Taliban in Narkh, Vardak, Afghanistan",Afghanistan,AF,Narkh,"34.333328,68.250000","Vardak, Afghanistan,",Islamic Extremist (Sunni),"On 28 August 2010, in Narkh, Vardak, Afghanistan, assailants attacked several guards of a road construction company by unknown means, causing no injuries or damage.  The Taliban claimed responsibility.","company, construction, construction company, Narkh, road construction, road construction company, Vardak",0,0,0,Yes,Unknown,Unknown,Yes,Vardak,No,No,28,Aug,8,2010
201008868,4-May-10,2010-05-04,"1 humanitarian vehicle damaged in IED attack in Kata Khel, Kondoz, Afghanistan",Afghanistan,AF,Kata Khel,"36.674442,68.941666","?????????, Kondoz, Afghanistan,",Islamic Extremist (Sunni),"On 4 May 2010, in Kata Khel, Kondoz, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a humanitarian vehicle, damaging the vehicle but causing no injuries.  No group claimed responsibility.","Afghanistan, humanitarian vehicle, Kondoz, targeting, vehicle",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Kondoz,No,Yes,4,May,5,2010
201007390,26-Mar-10,2010-03-26,"Unknown target in IED attack by suspected Taliban in Nawbahar, Zabol, Afghanistan",Afghanistan,AF,Nawbahar,"32.250000,67.250000","Zabol, Afghanistan,",Islamic Extremist (Sunni),"On 26 March 2010, in Nawbahar, Zabol, Afghanistan, assailants detonated an improvised explosive device (IED) on a roadside, causing no injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Afghanistan, March, Nawbahar, roadside, Taliban, Zabol",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Zabol,No,Yes,26,Mar,3,2010
201010914,22-Jun-10,2010-06-22,"4 civilians, 3 children wounded in IED attack in Gereshk, Helmand, Afghanistan",Afghanistan,AF,Gereshk,"31.818890,64.564720","Gereshk, Helmand, Afghanistan,",Islamic Extremist (Sunni),"On 22 June 2010, in the evening, in Gereshk, Helmand, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a police vehicle, wounding four civilians and three children and damaging several houses.  No group claimed responsibility.","children, evening, Gereshk, Helmand, house, June, police vehicle, targeting",0,0,7,Yes,"Explosive, IED",Bombing,Yes,Helmand,No,Yes,22,Jun,6,2010
201010167,10-Jun-10,2010-06-10,"1 police officer killed, 2 others injured by Taliban in Jelgah Nawah, Vardak, Afghanistan",Afghanistan,AF,Jelgah Nawah,"34.333328,68.250000","Vardak, Afghanistan,",Islamic Extremist (Sunni),"On 10 June 2010, in Jelgah Nawah, Vardak, Afghanistan, assailants killed one police officer and injured two others by unknown means.  The Taliban claimed responsibility.","means, Taliban, unknown means, Vardak",1,0,2,Yes,Unknown,Unknown,Yes,Vardak,No,No,10,Jun,6,2010
201008471,24-Apr-10,2010-04-24,"1 civilian killed in Mazar-e Sharif, Balkh, Afghanistan",Afghanistan,AF,Mazar-e Sharif,"36.706944,67.112221","Mazar-e Sharif, Balkh, Afghanistan,",Islamic Extremist (Sunni),"On 24 April 2010, in Mazar-e Sharif, Balkh, Afghanistan, assailants attacked and killed one civilian by unknown means.  No group claimed responsibility.","Balkh, Mazar, means, Sharif, unknown means",1,0,0,Yes,Unknown,Unknown,Yes,Balkh,No,No,24,Apr,4,2010
201010646,14-Jun-10,2010-06-14,"1 vehicle damaged in VBIED attack in Ghowrian, Herat, Afghanistan",Afghanistan,AF,Ghowrian,"34.500000,62.000000","Herat, Afghanistan,",Islamic Extremist (Sunni),"On 14 June 2010, in Ghowrian, Herat, Afghanistan, assailants detonated a vehicle-borne improvised explosive device (VBIED) targeting the vehicle of a government official, damaging the vehicle but causing no reported injuries.  No group claimed responsibility.","Ghowrian, government, government official, Herat, official, targeting, vehicle",0,0,0,Yes,"IED, Vehicle bomb",Bombing,Yes,Herat,No,Yes,14,Jun,6,2010
201014769,25-Sep-10,2010-09-25,"5 civilians killed, 4 others wounded in landmine explosion in Sheykhabad, Vardak, Afghanistan",Afghanistan,AF,Sheykhabad,"34.086945,68.756111","Sheykhabad, Vardak, Afghanistan,",Islamic Extremist (Sunni),"On 25 September 2010, in Sheykhabad, Vardak, Afghanistan, a landmine exploded, killing five civilians and wounding four others.  No group claimed responsibility.","landmine, Sheykhabad, Vardak",5,0,4,Yes,Landmine,Bombing,Yes,Vardak,No,No,25,Sep,9,2010
201014757,25-Sep-10,2010-09-25,"1 government employee killed, 1 other wounded in IED attack by Taliban in Kot, Nangarhar, Afghanistan",Afghanistan,AF,Kot,"34.134998,70.589165","Kot, Nangarhar, Afghanistan,",Islamic Extremist (Sunni),"On 25 September 2010, at 6:00 PM, in Kot, Nangarhar, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a National Directorate of Security (NDS) vehicle, killing one NDS officer, wounding one other, and damaging the vehicle.  The Taliban claimed responsibility.","Nangarhar, National Directorate, security, Taliban, targeting, vehicle",1,0,1,Yes,"Explosive, IED",Bombing,Yes,Nangarhar,No,Yes,25,Sep,9,2010
201009094,20-May-10,2010-05-20,"1 civilian killed in armed attack by Taliban in Sharan, Paktika, Afghanistan",Afghanistan,AF,Sharan,"33.175835,68.730278","Sharan, Paktika, Afghanistan,",Islamic Extremist (Sunni),"On 20 May 2010, in Sharan, Paktika, Afghanistan, armed assailants fired upon and killed a civilian whom they accused of spying.  The Taliban claimed responsibility.","Paktika, Sharan, Taliban",1,0,0,Yes,Firearm,Armed Attack,Yes,Paktika,No,No,20,May,5,2010
201011439,9-Jul-10,2010-07-09,"Unknown target in IED explosion by suspected Taliban in Arghestan, Kandahar, Afghanistan",Afghanistan,AF,Arghestan,"31.566668,66.500000","Arghestan, Kandahar, Afghanistan,",Islamic Extremist (Sunni),"On 9 July 2010 in Lwara, Arghestan, Kandahar, Afghanistan, an improvised explosive device (IED) exploded when it was being planted but caused no injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Afghanistan, Arghestan, July, Kandahar, Taliban",0,0,0,No,"Explosive, IED",Bombing,Yes,Kandahar,No,Yes,9,Jul,7,2010
201011121,26-Jun-10,2010-06-26,"2 contractors kidnapped in Gardiz, Paktia, Afghanistan",Afghanistan,AF,Gardiz,"33.599445,69.225281","Gardez, Paktia, Afghanistan,",Islamic Extremist (Sunni),"On 26 June 2010, in Gardiz, Paktia, Afghanistan, armed assailants kidnapped two employees of a de-mining company.  No group claimed responsibility.","company, employee, Gardiz, Paktia",0,2,0,Yes,Firearm,Kidnapping,Yes,Paktia,No,No,26,Jun,6,2010
201007777,3-Apr-10,2010-04-03,"1 imam, 1 civilian killed, 2 civilians, 2 children wounded in IED attack in Marjah, Helmand, Afghanistan",Afghanistan,AF,Marjah,"31.521110,64.118614","Marjah, Helmand, Afghanistan,",Islamic Extremist (Sunni),"On 3 April 2010, in Marjah, Helmand, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a civilian vehicle, killing one imam and one civilian, wounding two civilians and two children, and damaging the vehicle.  No group claimed responsibility.","children, civilian vehicle, Helmand, imam, Marjah, targeting, vehicle",2,0,4,Yes,"Explosive, IED",Bombing,Yes,Helmand,No,Yes,3,Apr,4,2010
201014417,18-Sep-10,2010-09-18,"1 civilian killed, 1 other injured in IED attack in Sori, Zabol, Afghanistan",Afghanistan,AF,Sori,"32.250000,67.250000","Zabol, Afghanistan,",Islamic Extremist (Sunni),"On 18 September 2010, in Musazai, Sori, Zabol, Afghanistan, an improvised explosive device (IED) exploded when it was struck by a motorcycle, killing one civilian, injuring one other, and damaging the motorcycle.  No group claimed responsibility.","Afghanistan, motorcycle, September, Sori, Zabol",1,0,1,Yes,"Explosive, IED",Bombing,Yes,Zabol,No,Yes,18,Sep,9,2010
201012369,20-Jul-10,2010-07-20,"Police post targeted in Sorubay, Kabol, Afghanistan",Afghanistan,AF,Sorubay,"34.591389,69.756111","Sarowbi, Kabul, Afghanistan,",Islamic Extremist (Sunni),"On 20 July 2010, in Sorubay, Kabol, Afghanistan, assailants attacked a police post by unknown means, causing no reported injuries or damage.  No group claimed responsibility.","means, police post, post, Sorubay, unknown means",0,0,0,No,Unknown,Unknown,Yes,Kabol,No,No,20,Jul,7,2010
201014936,18-Sep-10,2010-09-18,"1 residence damaged in arson by suspected Taliban in Yengi Qal'eh, Takhar, Afghanistan",Afghanistan,AF,Yengi Qal'eh,"37.467220,69.609169","Yangi Qala, Takhar, Afghanistan,",Islamic Extremist (Sunni),"On 18 September 2010, in Yengi Qal'eh, Takhar, Afghanistan, assailants set fire to a residence, damaging the residence but causing no injuries.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","fire, residence, Takhar, Taliban, Yengi",0,0,0,No,Firebomb/Incendiary,Arson/Firebombing,Yes,Takhar,No,No,18,Sep,9,2010
201013674,21-Aug-10,2010-08-21,"12 contractors kidnapped in Sarkani, Konar, Afghanistan",Afghanistan,AF,Sarkani,"34.790279,71.108887","Serkani, Konar, Afghanistan,",Islamic Extremist (Sunni),"On 21 August 2010, in Sarkani, Konar, Afghanistan, armed assailants kidnapped 12 road construction workers.  No group claimed responsibility.","construction, construction workers, Konar, road construction, road construction workers, Sarkani",0,12,0,Yes,Firearm,Kidnapping,Yes,Konar,No,No,21,Aug,8,2010
201014971,18-Sep-10,2010-09-18,"Election personnel targeted in IED attack by suspected Taliban in Musa Qal'eh, Helmand, Afghanistan",Afghanistan,AF,Musa Qal'eh,"32.443333,64.745003","Musa Qala, Helmand, Afghanistan,",Islamic Extremist (Sunni),"On or about 18 September 2010, in Musa Qal'eh, Helmand, Afghanistan, an improvised explosive device (IED) exploded near a vehicle transporting Independent Election Commission (IEC) personnel and election materials, causing no reported injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","election materials, elections, Helmand, Independent Election Commission, materials, Musa Qal, personnel, Taliban",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Helmand,No,Yes,18,Sep,9,2010
201013912,1-Sep-10,2010-09-01,"2 supply trucks damaged in arson by Taliban in Qarghahi, Laghman, Afghanistan",Afghanistan,AF,Qarghahi,"34.554169,70.243057","Qarghah'i, Laghman, Afghanistan,",Islamic Extremist (Sunni),"On 1 September 2010, in Qarghahi, Laghman, Afghanistan, assailants set fire to two trucks carrying supplies for North Atlantic Treaty Organization (NATO) forces, damaging both trucks but causing no injuries.  The Taliban claimed responsibility.","Laghman, NATO, North Atlantic Treaty Organization, Qarghahi, supplies, truck",0,0,0,Yes,Firebomb/Incendiary,Arson/Firebombing,Yes,Laghman,No,No,1,Sep,9,2010
201011118,22-Jun-10,2010-06-22,"1 civilian kidnapped in Khak-e Sefid, Farah, Afghanistan",Afghanistan,AF,Khak-e Sefid,"32.653889,62.102222","Alagadari, Farah, Afghanistan,",Islamic Extremist (Sunni),"On 22 June 2010, in Khak-e Sefid, Farah, Afghanistan, armed assailants kidnapped one civilian.  No group claimed responsibility.","Farah, June, Khak, Sefid",0,1,0,Yes,Firearm,Kidnapping,Yes,Farah,No,No,22,Jun,6,2010
201011021,22-Jun-10,2010-06-22,"1 police officer killed in Sholgara, Balkh, Afghanistan",Afghanistan,AF,Sholgara,"36.650002,66.933334","Balkh, Balkh, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 June 2010, in Sholgara, Balkh, Afghanistan, assailants attacked and killed a police officer by unknown means.  No group claimed responsibility.","Afghanistan, Balkh, June, means, Sholgara, unknown means",1,0,0,Yes,Unknown,Unknown,Yes,Balkh,No,No,22,Jun,6,2010
201011789,19-Jul-10,2010-07-19,"Airport targeted in rocket attack by Taliban in Kabul, Kabol, Afghanistan",Afghanistan,AF,Kabul,"34.516666,69.183334","Kabul, Kabul, Afghanistan,",Islamic Extremist (Sunni),"On 19 July 2010, in the night, in Kabul, Kabol, Afghanistan, assailants fired rockets at Kabul International Airport but caused no injuries or damage.  The Taliban claimed responsibility.","International Airport, Kabul, night, rockets, Taliban",0,0,0,No,Missile/Rocket,Armed Attack,Yes,Kabol,No,No,19,Jul,7,2010
201013762,23-Aug-10,2010-08-23,"District headquarters building targeted in armed attack in Khugiani, Ghazni, Afghanistan",Afghanistan,AF,Khugiani,"33.333328,67.750000","Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On or about 23 August 2010, in Khugiani, Ghazni, Afghanistan, assailants fired firearms and rocket-propelled grenades (RPG) at the district headquarters building but caused no injuries or damage.  No group claimed responsibility.","district headquarters, district headquarters building, firearms, Ghazni, headquarters, headquarters building, Khugiani, propelled grenades",0,0,0,No,"Firearm, RPG",Armed Attack,Yes,Ghazni,No,No,23,Aug,8,2010
201010260,16-Jun-10,2010-06-16,"1 civilian kidnapped and killed in assault by suspected Taliban in Sheykhabad, Vardak, Afghanistan",Afghanistan,AF,Sheykhabad,"34.086945,68.756111","Sheykhabad, Vardak, Afghanistan,",Islamic Extremist (Sunni),"On or about 16 June 2010, in Sheykhabad, Vardak, Afghanistan, assailants kidnapped a civilian whom they accused of spying, then beheaded the victim.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Sheykhabad, Taliban, Vardak, victim",1,0,0,Yes,Primitive,"Assault, Kidnapping",Yes,Vardak,No,No,16,Jun,6,2010
201009348,25-May-10,2010-05-25,"2 police officers killed in armed attack by suspected TTP in Barg-e Matal, Nurestan, Afghanistan",Afghanistan,AF,Barg-e Matal,"35.673611,71.343330","Barg-e Matal, Nurestan, Afghanistan,",Islamic Extremist (Sunni),"On 25 May 2010, in Barg-e Matal, Nurestan, Afghanistan, assailants fired on the district headquarters, killing two police officers and damaging the headquarters.  No group claimed responsibility, although it was widely believed Tehrik-i-Taliban Pakistan (TTP) was responsible.","Barg, district headquarters, headquarters, Matal, Nurestan, Taliban Pakistan, Tehrik",2,0,0,Yes,Firearm,Armed Attack,Yes,Nurestan,No,No,25,May,5,2010
201014349,18-Sep-10,2010-09-18,"1 civilian killed, 1 other injured in armed attack by suspected Taliban in Asmar, Konar, Afghanistan",Afghanistan,AF,Asmar,"35.033188,71.357704","Asmar, Konar, Afghanistan,",Islamic Extremist (Sunni),"On 18 September 2010, in Asmar, Konar, Afghanistan, assailants fired on civilians, killing one civilian and injuring one other.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Asmar, Konar, September, Taliban",1,0,1,Yes,Firearm,Armed Attack,Yes,Konar,No,No,18,Sep,9,2010
201012633,10-Aug-10,2010-08-10,"District headquarters targeted in armed attack by Taliban in Shakar Darah, Kabol, Afghanistan",Afghanistan,AF,Shakar Darah,"34.516666,69.183334","Kabul, Kabul, Afghanistan,",Islamic Extremist (Sunni),"On 10 August 2010, in the night, in Shakar Darah, Kabol, Afghanistan, assailants fired rockets and firearms at the district headquarters building but caused no injuries or damage.  The Taliban claimed responsibility.","building, district headquarters, district headquarters building, firearms, headquarters, headquarters building, night",0,0,0,No,"Firearm, Missile/Rocket",Armed Attack,Yes,Kabol,No,No,10,Aug,8,2010
201008536,24-Apr-10,2010-04-24,"9 civilians killed and wounded by suspected Taliban in Helmand, Afghanistan",Afghanistan,AF,None,"31.000000,64.000000","Helmand, Afghanistan,",Islamic Extremist (Sunni),"On 24 April 2010, in Helmand, Afghanistan, assailants attacked nine civilians by unknown means, killing several civilians and wounding several others.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Helmand, means, Taliban, unknown means",3,0,6,Yes,Unknown,Unknown,Yes,Helmand,No,No,24,Apr,4,2010
201011318,6-Jul-10,2010-07-06,"3 police officers killed, 3 others injured in IED attack by suspected Taliban in Baraki Barak, Lowgar, Afghanistan",Afghanistan,AF,Baraki Barak,"33.967499,68.948608","Baraki Barak, Lowgar, Afghanistan,",Islamic Extremist (Sunni),"On 6 July 2010, at 3:00 PM, in Baraki Barak, Lowgar, Afghanistan, an improvised explosive device (IED) exploded when it was struck by a police vehicle, killing three police officers, injuring three others, and damaging the vehicle.  No group claimed responsibility, but it was believed the Taliban was responsible.","Baraki Barak, Lowgar, police, police vehicle, Taliban, vehicle",3,0,3,Yes,"Explosive, IED",Bombing,Yes,Lowgar,No,Yes,6,Jul,7,2010
201011152,22-Jun-10,2010-06-22,"District Headquarters targeted in armed attack in Yahya Khel, Paktika, Afghanistan",Afghanistan,AF,Yahya Khel,"32.416668,68.750000","Paktika, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 June 2010, in Yahya Khel, Paktika, Afghanistan, assailants fired mortars and/or artillery at the district headquarters but caused no injuries or damage.  No group claimed responsibility.","artillery, district headquarters, headquarters, mortar, Paktika, Yahya Khel",0,0,0,No,Mortar/Artillery,Armed Attack,Yes,Paktika,No,No,22,Jun,6,2010
201000173,1-Jan-10,2010-01-01,"5 security guards killed, 3 others wounded in IED attack by Taliban in Dwahmande, Khowst, Afghanistan",Afghanistan,AF,Dwahmande,"33.281666,69.584999","Dwahmande, Khowst, Afghanistan,",Islamic Extremist (Sunni),"On 1 January 2010, in the afternoon, in Dwahmande, Khowst, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a private security vehicle, killing five security guards, wounding three others, and damaging the vehicle.  The Taliban claimed responsibility.","afternoon, Dwahmande, guards, Khowst, private security, private security vehicle, security, security guards, security vehicle",5,0,3,Yes,"Explosive, IED",Bombing,Yes,Khowst,No,Yes,1,Jan,1,2010
201014132,3-Sep-10,2010-09-03,"Airport targeted in rocket attack in Konduz, Kondoz, Afghanistan",Afghanistan,AF,Konduz,"36.727501,68.864723","Kunduz, Kondoz, Afghanistan,",Islamic Extremist (Sunni),"On 3 September 2010, in Konduz, Kondoz, Afghanistan, assailants fired rockets at the provincial airport, causing no injuries or damage.  No group claimed responsibility.","airport, Kondoz, Konduz, rockets, September",0,0,0,Yes,Missile/Rocket,Armed Attack,Yes,Kondoz,No,No,3,Sep,9,2010
201013750,23-Aug-10,2010-08-23,"District headquarters building targeted in rocket attack in Ab Band, Ghazni, Afghanistan",Afghanistan,AF,Ab Band,"32.983334,67.966667","Ab Band, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On or about 23 August 2010, in Ab Band, Ghazni, Afghanistan, assailants fired rockets at the district headquarters building but caused no injuries or damage.   No group claimed responsibility.","Ab Band, building, district headquarters, district headquarters building, Ghazni, headquarters, headquarters building",0,0,0,No,Missile/Rocket,Armed Attack,Yes,Ghazni,No,No,23,Aug,8,2010
201009748,22-May-10,2010-05-22,"3 police officers killed in Tarin Kowt, Oruzgan, Afghanistan",Afghanistan,AF,Tarin Kowt,"32.628613,65.877502","Tarin Kowt, Oruzgan, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 May 2010, in Tarin Kowt, Oruzgan, Afghanistan, assailants attacked a police post by unknown means, killing three police officers and damaging the post.  No group claimed responsibility.","means, Oruzgan, police post, post, Tarin Kowt, unknown means",3,0,0,Yes,Unknown,Unknown,Yes,Oruzgan,No,No,22,May,5,2010
201012891,4-Aug-10,2010-08-04,"1 security guard killed, 4 others wounded in armed attack by Taliban in Keshendeh, Balkh, Afghanistan",Afghanistan,AF,Keshendeh,"36.750000,67.000000","Balkh, Afghanistan,",Islamic Extremist (Sunni),"On 4 August 2010, in the early morning, in Keshendeh, Balkh, Afghanistan, assailants fired on the motorcade of a political candidate, killing one security guard, wounding four others, and damaging two vehicles.  The Taliban claimed responsibility.","Balkh, candidate, early morning, guards, motorcade, political candidate, security guards",1,0,4,Yes,Firearm,Armed Attack,Yes,Balkh,No,No,4,Aug,8,2010
201010388,17-Jun-10,2010-06-17,"Civilians targeted by suspected Taliban in Anar Darreh, Farah, Afghanistan",Afghanistan,AF,Anar Darreh,"32.762222,61.652500","Anardara, Farah, Afghanistan,",Islamic Extremist (Sunni),"On 17 June 2010, in Anar Darreh, Farah, Afghanistan, assailants attacked employees of a private construction company by unknown means, causing no injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","company, construction, construction company, Farah, private construction, private construction company",0,0,0,Yes,Unknown,Unknown,Yes,Farah,No,No,17,Jun,6,2010
