ICN,Event_Type_List
201009810,Kidnapping
201009544,Bombing
201009384,Bombing
201009870,Bombing
201009864,Bombing
201009868,Bombing
201009850,Bombing
201009872,Bombing
201009882,Bombing
201008936,Bombing
201009482,Armed Attack
201009478,Armed Attack
201009483,Armed Attack
201009576,Armed Attack
201009847,Armed Attack
201009847, Assassination
201009852,Armed Attack
201009851,Armed Attack
201009104,Armed Attack
201009104, Kidnapping
201009104, Theft
201009438,Armed Attack
201009438, Kidnapping
201009308,Armed Attack
201009191,Armed Attack
201009550,Armed Attack
201009550, Kidnapping
201010031,Arson/Firebombing
201009347,Armed Attack
201010092,Bombing
201010083,Bombing
201009489,Bombing
201009313,Bombing
201009557,Assault
201009557, Kidnapping
201009485,Unknown
201009757,Kidnapping
201009816,Kidnapping
201010074,Kidnapping
201009236,Bombing
201009501,Bombing
201012109,Bombing
201009235,Bombing
201009898,Bombing
201009899,Bombing
201009410,Bombing
201009503,Armed Attack
201009348,Armed Attack
201009539,Armed Attack
201009573,Armed Attack
201009546,Armed Attack
201009890,Armed Attack
201009894,Armed Attack
201009927,Armed Attack
201009326,Armed Attack
201008933,Armed Attack
201009983,Armed Attack
201009926,Assault
201009281,Arson/Firebombing
201009340,Arson/Firebombing
201009167,Arson/Firebombing
201009081,Arson/Firebombing
201009193,Armed Attack
201009169,Armed Attack
201009168,Armed Attack
201009327,Assault
201009487,Armed Attack
201009196,Armed Attack
201009173,Armed Attack
201009575,Unknown
201009842,Kidnapping
201009918,Kidnapping
201009918, Unknown
201010273,Kidnapping
201010068,Kidnapping
201009502,Bombing
201009504,Bombing
201009513,Bombing
201009919,Bombing
201008925,Bombing
201009349,Armed Attack
201009562,Armed Attack
201009921,Armed Attack
201009338,Armed Attack
201009332,Armed Attack
201009336,Armed Attack
201009334,Armed Attack
201009058,Armed Attack
201010211,Armed Attack
201010211, Assault
201010211, Kidnapping
201009565,Armed Attack
201009565, Assault
201009565, Kidnapping
201010032,Arson/Firebombing
201009435,Bombing
201009435, Suicide
201009541,Bombing
201009541, Suicide
201009043,Bombing
201009569,Armed Attack
201009409,Armed Attack
201009754,Armed Attack
201009554,Assault
201009505,Unknown
201008932,Bombing
201009175,Bombing
201009698,Bombing
201010004,Bombing
201009998,Bombing
201009947,Bombing
201009946,Bombing
201009945,Bombing
201009958,Bombing
201009948,Bombing
201009985,Bombing
201009999,Bombing
201009881,Bombing
201010100,Bombing
201009799,Armed Attack
201009799, Bombing
201009563,Armed Attack
201009961,Armed Attack
201010034,Armed Attack
201009969,Armed Attack
201009116,Armed Attack
201009116, Barricade/Hostage
201009116, Kidnapping
201009448,Armed Attack
201009448, Kidnapping
201010192,Armed Attack
201010192, Kidnapping
201010192, Theft
201009796,Armed Attack
201009953,Armed Attack
201009953, Kidnapping
201009204,Arson/Firebombing
201009802,Armed Attack
201009805,Armed Attack
201009035,Bombing
201009177,Armed Attack
201009176,Armed Attack
201010001,Armed Attack
201009708,Kidnapping
201009708, Unknown
201009248,Unknown
201009407,Unknown
201009824,Armed Attack
201009824, Barricade/Hostage
201009824, Bombing
201009824, Near Miss/Non Attack Incident
201009824, Suicide
201009112,Armed Attack
201009112, Bombing
201009442,Bombing
201010217,Bombing
201009994,Bombing
201009986,Bombing
201010029,Bombing
201009457,Armed Attack
201009439,Armed Attack
201010102,Armed Attack
201010033,Arson/Firebombing
201009372,Bombing
201009253,Armed Attack
201009593,Other
201009335,Bombing
201009465,Bombing
201009459,Bombing
201009459, Suicide
201009548,Bombing
201009463,Bombing
201009549,Bombing
201010037,Bombing
201010038,Bombing
201010036,Bombing
201008997,Bombing
201009026,Bombing
201009555,Armed Attack
201009508,Armed Attack
201009452,Armed Attack
201009269,Armed Attack
201010035,Armed Attack
201009825,Armed Attack
201009830,Armed Attack
201009826,Armed Attack
201009278,Armed Attack
201009028,Armed Attack
201009021,Armed Attack
201009419,Armed Attack
201010184,Armed Attack
201010103,Arson/Firebombing
201010103, Theft
201009827,Armed Attack
201009828,Armed Attack
201009023,Armed Attack
201009916,Bombing
201009917,Bombing
201009710,Armed Attack
201009007,Armed Attack
201009203,Armed Attack
201009454,Unknown
201009817,Kidnapping
201010704,Kidnapping
201010280,Unknown
201009914,Bombing
201009566,Bombing
201009480,Bombing
201009552,Bombing
201009701,Bombing
201009479,Bombing
201009571,Bombing
201009456,Bombing
201010060,Bombing
201010066,Bombing
201010057,Bombing
201009079,Bombing
201009506,Armed Attack
201009201,Armed Attack
201009142,Armed Attack
201010006,Armed Attack
201009912,Armed Attack
201009841,Kidnapping
201009467,Armed Attack
201009467, Arson/Firebombing
201009700,Armed Attack
201009486,Bombing
201009486, Suicide
201009180,Armed Attack
201009179,Armed Attack
201009558,Unknown
201009472,Hijacking
201009331,Unknown
201009915,Kidnapping
201009490,Kidnapping
201009818,Kidnapping
201010981,Bombing
201009491,Armed Attack
201009491, Bombing
201009491, Suicide
201009512,Bombing
201009572,Bombing
201009488,Bombing
201009574,Bombing
201010098,Bombing
201010099,Bombing
201010096,Bombing
201010097,Bombing
201010091,Bombing
201010150,Bombing
201010151,Bombing
201010588,Armed Attack
201010967,Kidnapping
201009596,Armed Attack
201010189,Armed Attack
201010101,Armed Attack
201010202,Armed Attack
201010094,Armed Attack
201010201,Armed Attack
201009840,Armed Attack
201009840, Barricade/Hostage
201009865,Armed Attack
201009060,Armed Attack
201009271,Armed Attack
201010373,Armed Attack
201010978,Arson/Firebombing
201009515,Armed Attack
201009198,Armed Attack
201009199,Armed Attack
201009181,Armed Attack
201009511,Kidnapping
201009511, Unknown
201009567,Unknown
201009822,Kidnapping
201010415,Kidnapping
201011797,Bombing
201009952,Armed Attack
201009952, Bombing
201009082,Arson/Firebombing
201009082, Bombing
201010043,Bombing
201010048,Bombing
201009923,Bombing
201009366,Bombing
201009018,Bombing
201009356,Arson/Firebombing
201009356, Hoax
201009360,Arson/Firebombing
201009360, Hoax
201009990,Kidnapping
201010867,Armed Attack
201010155,Kidnapping
201010187,Armed Attack
201010130,Armed Attack
201009922,Kidnapping
201010721,Armed Attack
201011122,Armed Attack
201011122, Arson/Firebombing
201010618,Arson/Firebombing
201010620,Arson/Firebombing
201009951,Armed Attack
201009924,Armed Attack
201009398,Armed Attack
201009396,Armed Attack
201009415,Armed Attack
201010414,Assault
201010111,Theft
201010111, Unknown
201010041,Unknown
201010042,Unknown
201010153,Unknown
201010019,Unknown
201010713,Kidnapping
201010713, Unknown
201010447,Barricade/Hostage
201010447, Theft
201010447, Unknown
201010105,Unknown
201010104,Unknown
201010623,Unknown
201009342,Unknown
201012681,Bombing
201010181,Bombing
201009319,Armed Attack
201009319, Bombing
201010738,Bombing
201009974,Bombing
201010193,Bombing
201010144,Bombing
201010213,Bombing
201010117,Bombing
201009353,Bombing
201009312,Bombing
201009328,Bombing
201009220,Bombing
201009219,Bombing
201010693,Armed Attack
201009302,Armed Attack
201010007,Armed Attack
201010007, Kidnapping
201009931,Armed Attack
201009221,Armed Attack
201009973,Armed Attack
201009973, Arson/Firebombing
201009444,Arson/Firebombing
201009996,Armed Attack
201009987,Armed Attack
201010050,Unknown
201010750,Kidnapping
201010711,Kidnapping
201009835,Kidnapping
201009836,Kidnapping
201010071,Bombing
201010061,Bombing
201010714,Bombing
201010058,Bombing
201010062,Bombing
201010146,Bombing
201010177,Bombing
201010148,Bombing
201009932,Armed Attack
201009930,Armed Attack
201009222,Armed Attack
201009979,Armed Attack
201009979, Barricade/Hostage
201010114,Armed Attack
201010114, Barricade/Hostage
201010114, Kidnapping
201010114, Threat
201011801,Arson/Firebombing
201009925,Arson/Firebombing
201010175,Bombing
201010180,Bombing
201009933,Bombing
201009400,Armed Attack
201009416,Armed Attack
201009401,Armed Attack
201010073,Unknown
201010687,Kidnapping
201010701,Kidnapping
201010753,Kidnapping
201009934,Kidnapping
201009839,Kidnapping
201010397,Kidnapping
201010194,Bombing
201010190,Armed Attack
201010190, Bombing
201010075,Bombing
201010284,Bombing
201010197,Bombing
201010056,Near Miss/Non Attack Incident
201010056, Unknown
201010293,Armed Attack
201010293, Kidnapping
201009935,Armed Attack
201010196,Armed Attack
201010195,Armed Attack
201010726,Armed Attack
201011802,Arson/Firebombing
201009266,Arson/Firebombing
201009266, Theft
201010816,Armed Attack
201010289,Bombing
201010658,Armed Attack
201010076,Armed Attack
201009417,Armed Attack
201010332,Armed Attack
201010106,Unknown
201009937,Kidnapping
201010082,Bombing
201010079,Bombing
201010798,Bombing
201010387,Bombing
201010295,Bombing
201010299,Bombing
201010626,Armed Attack
201010808,Armed Attack
201010291,Armed Attack
201009369,Armed Attack
201009373,Armed Attack
201010556,Armed Attack
201010649,Armed Attack
201009913,Arson/Firebombing
201011106,Arson/Firebombing
201011854,Arson/Firebombing
201010610,Armed Attack
201010059,Bombing
201009403,Armed Attack
201010694,Assault
201010400,Assault
201010399,Assault
201010078,Unknown
201009861,Kidnapping
201010047,Bombing
201010081,Bombing
201010116,Bombing
201010085,Bombing
201010234,Bombing
201010115,Bombing
201010589,Bombing
201014627,Bombing
201010303,Bombing
201010308,Bombing
201010449,Bombing
201011264,Bombing
201010406,Bombing
201010309,Bombing
201010374,Bombing
201010411,Bombing
201010311,Bombing
201010305,Bombing
201010307,Bombing
201010313,Bombing
201009989,Bombing
201010084,Armed Attack
201010080,Armed Attack
201010510,Armed Attack
201010389,Armed Attack
201010440,Armed Attack
201010804,Armed Attack
201010051,Bombing
201010051, Suicide
201010183,Bombing
201010183, Suicide
201010310,Bombing
201009936,Armed Attack
201010792,Assault
201010792, Kidnapping
201010590,Kidnapping
201010086,Kidnapping
201010169,Unknown
201009972,Kidnapping
201009871,Kidnapping
201009873,Kidnapping
201009862,Kidnapping
201010204,Bombing
201010118,Bombing
201010803,Bombing
201010052,Bombing
201010108,Bombing
201010594,Bombing
201010119,Bombing
201010121,Bombing
201010632,Bombing
201010633,Bombing
201010785,Bombing
201010519,Bombing
201010526,Bombing
201010518,Bombing
201010548,Bombing
201010538,Bombing
201010501,Bombing
201010976,Bombing
201010550,Bombing
201010524,Bombing
201010974,Bombing
201010494,Bombing
201010688,Bombing
201010053,Armed Attack
201010053, Bombing
201010053, Suicide
201010560,Bombing
201010560, Near Miss/Non Attack Incident
201010641,Armed Attack
201010630,Armed Attack
201010656,Armed Attack
201010107,Armed Attack
201010090,Armed Attack
201010793,Armed Attack
201010521,Armed Attack
201011036,Armed Attack
201011030,Armed Attack
201010542,Armed Attack
201010122,Armed Attack
201010805,Armed Attack
201010811,Arson/Firebombing
201010643,Arson/Firebombing
201010611,Arson/Firebombing
201011105,Arson/Firebombing
201010452,Arson/Firebombing
201010452, Kidnapping
201010452, Theft
201010788,Arson/Firebombing
201010788, Barricade/Hostage
201010788, Hijacking
201010760,Armed Attack
201010757,Armed Attack
201010120,Armed Attack
201010758,Armed Attack
201010732,Armed Attack
201010756,Armed Attack
201010761,Armed Attack
201010807,Armed Attack
201010603,Armed Attack
201010609,Armed Attack
201010170,Unknown
201010767,Unknown
201010742,Unknown
201010763,Unknown
201010776,Unknown
201010770,Unknown
201010779,Unknown
201010775,Unknown
201010796,Unknown
201010769,Unknown
201010746,Unknown
201010744,Unknown
201010772,Unknown
201010812,Unknown
201010791,Unknown
201010802,Unknown
201010778,Unknown
201010730,Unknown
201010800,Unknown
201010780,Unknown
201010799,Unknown
201010748,Unknown
201010638,Kidnapping
201010801,Unknown
201010773,Unknown
201010813,Unknown
201010777,Unknown
201010774,Unknown
201010810,Unknown
201010797,Unknown
201010771,Unknown
201010729,Unknown
201010795,Unknown
201010766,Kidnapping
201010622,Barricade/Hostage
201012372,Kidnapping
201010712,Kidnapping
201010712, Unknown
201011808,Bombing
201010931,Bombing
201010128,Bombing
201010131,Bombing
201010129,Bombing
201011283,Bombing
201011082,Bombing
201010955,Bombing
201010551,Bombing
201011102,Bombing
201010596,Armed Attack
201010592,Armed Attack
201010533,Armed Attack
201010540,Armed Attack
201010557,Armed Attack
201010562,Armed Attack
201010555,Armed Attack
201011104,Armed Attack
201009991,Armed Attack
201010500,Armed Attack
201010077,Armed Attack
201010077, Kidnapping
201010020,Assault
201010020, Kidnapping
201010020, Near Miss/Non Attack Incident
201009940,Armed Attack
201009940, Kidnapping
201009942,Armed Attack
201010569,Armed Attack
201010142,Armed Attack
201010018,Arson/Firebombing
201010018, Theft
201009949,Armed Attack
201009949, Arson/Firebombing
201010134,Arson/Firebombing
201010134, Barricade/Hostage
201010134, Kidnapping
201010134, Unknown
201010545,Arson/Firebombing
201010543,Arson/Firebombing
201010543, Theft
201009889,Armed Attack
201010126,Bombing
201010126, Near Miss/Non Attack Incident
201010065,Assault
201010065, Kidnapping
201010546,Assault
201010143,Assault
201010593,Kidnapping
201010587,Unknown
201010165,Kidnapping
201010168,Bombing
201010132,Bombing
201010240,Bombing
201010665,Bombing
201010648,Bombing
201010672,Bombing
201011097,Bombing
201010574,Bombing
201010156,Armed Attack
201011100,Armed Attack
201010655,Armed Attack
201010670,Armed Attack
201010673,Armed Attack
201011163,Armed Attack
201010002,Armed Attack
201010568,Armed Attack
201010565,Armed Attack
201010292,Armed Attack
201010581,Armed Attack
201010650,Bombing
201010650, Suicide
201010520,Assault
201010647,Assault
201009867,Kidnapping
201010282,Bombing
201010595,Bombing
201010028,Bombing
201010028, Suicide
201010159,Bombing
201011251,Bombing
201011185,Bombing
201011197,Bombing
201011176,Bombing
201010674,Bombing
201011253,Bombing
201010011,Bombing
201010268,Armed Attack
201010834,Armed Attack
201010516,Armed Attack
201011195,Armed Attack
201010498,Armed Attack
201009980,Armed Attack
201009957,Armed Attack
201010571,Armed Attack
201010728,Armed Attack
201010728, Bombing
201010728, Suicide
201010591,Armed Attack
201011200,Bombing
201011194,Bombing
201010154,Armed Attack
201010072,Armed Attack
201011810,Assault
201010167,Unknown
201010586,Unknown
201011109,Bombing
201010817,Bombing
201010379,Bombing
201010379, Suicide
201010380,Bombing
201010249,Bombing
201010499,Bombing
201010152,Bombing
201011257,Bombing
201011203,Bombing
201010383,Armed Attack
201010383, Kidnapping
201011256,Armed Attack
201010251,Armed Attack
201010226,Armed Attack
201010334,Armed Attack
201011057,Kidnapping
201010297,Armed Attack
201010207,Armed Attack
201010946,Arson/Firebombing
201010946, Kidnapping
201010003,Assault
201010003, Kidnapping
201010507,Arson/Firebombing
201010662,Arson/Firebombing
201010662, Kidnapping
201011205,Bombing
201010225,Bombing
201010045,Assault
201010523,Assault
201010899,Assault
201010378,Armed Attack
201010378, Kidnapping
201010671,Kidnapping
201010511,Unknown
201011060,Kidnapping
201010843,Bombing
201009975,Armed Attack
201010306,Arson/Firebombing
201010306, Bombing
201010257,Bombing
201010257, Near Miss/Non Attack Incident
201010258,Bombing
201010381,Bombing
201010395,Bombing
201011231,Bombing
201011229,Bombing
201010253,Bombing
201010341,Bombing
201010125,Bombing
201009978,Bombing
201009978, Other
201010515,Armed Attack
201010393,Armed Attack
201010259,Armed Attack
201010493,Armed Attack
201011226,Armed Attack
201011206,Armed Attack
201011281,Armed Attack
201010495,Armed Attack
201010230,Armed Attack
201010238,Armed Attack
201010255,Armed Attack
201011207,Armed Attack
201010826,Armed Attack
201010825,Armed Attack
201010825, Kidnapping
201010208,Armed Attack
201009977,Armed Attack
201010739,Armed Attack
201011172,Armed Attack
201011259,Armed Attack
201012179,Armed Attack
201011280,Armed Attack
201010228,Armed Attack
201010135,Armed Attack
201010489,Bombing
201010316,Bombing
201010316, Near Miss/Non Attack Incident
201010384,Other
201010740,Kidnapping
201010462,Kidnapping
201011061,Kidnapping
201011061, Unknown
201009866,Kidnapping
201010628,Kidnapping
201010628, Unknown
201011244,Armed Attack
201011244, Bombing
201011244, Suicide
201010471,Bombing
201010513,Bombing
201011234,Bombing
201011238,Bombing
201010241,Bombing
201010262,Armed Attack
201010408,Armed Attack
201010401,Armed Attack
201010405,Armed Attack
201011242,Armed Attack
201011241,Armed Attack
201011237,Armed Attack
201011292,Armed Attack
201010069,Armed Attack
201010348,Armed Attack
201010346,Armed Attack
201010347,Armed Attack
201010821,Armed Attack
201010578,Armed Attack
201010482,Arson/Firebombing
201010482, Barricade/Hostage
201010929,Armed Attack
201010891,Bombing
201010690,Armed Attack
201010470,Assault
201009875,Assault
201010685,Theft
201010685, Unknown
201010465,Unknown
201009869,Kidnapping
201009874,Kidnapping
201010873,Kidnapping
201010926,Kidnapping
201010897,Kidnapping
201010840,Bombing
201010963,Barricade/Hostage
201010963, Bombing
201010417,Armed Attack
201010417, Bombing
201010427,Bombing
201010476,Bombing
201010421,Bombing
201010413,Bombing
201011287,Bombing
201011291,Bombing
201011293,Bombing
201011295,Bombing
201011313,Bombing
201011304,Bombing
201010327,Bombing
201010323,Bombing
201010358,Bombing
201010431,Armed Attack
201010404,Armed Attack
201010404, Kidnapping
201010433,Armed Attack
201010708,Armed Attack
201010469,Armed Attack
201010472,Armed Attack
201010472, Kidnapping
201011302,Armed Attack
201011308,Armed Attack
201011314,Armed Attack
201010271,Armed Attack
201010243,Armed Attack
201010267,Armed Attack
201010324,Kidnapping
201010265,Armed Attack
201009943,Armed Attack
201011890,Armed Attack
201010312,Armed Attack
201010205,Armed Attack
201010203,Armed Attack
201009982,Armed Attack
201011822,Arson/Firebombing
201011822, Vandalism
201010698,Armed Attack
201010698, Arson/Firebombing
201010410,Armed Attack
201010426,Armed Attack
201010350,Armed Attack
201010646,Bombing
201010133,Bombing
201010270,Bombing
201015023,Armed Attack
201010477,Assault
201010477, Kidnapping
201010424,Unknown
201010322,Unknown
201010509,Unknown
201010485,Assault
201010485, Kidnapping
201010480,Kidnapping
201010475,Kidnapping
201010475, Unknown
201010845,Kidnapping
201010902,Kidnapping
201011182,Bombing
201011824,Bombing
201010438,Bombing
201011298,Bombing
201010275,Bombing
201010286,Bombing
201010124,Bombing
201010428,Armed Attack
201010428, Kidnapping
201010453,Armed Attack
201010279,Armed Attack
201010246,Armed Attack
201010329,Armed Attack
201010283,Armed Attack
201010247,Armed Attack
201010823,Bombing
201010281,Bombing
201009929,Armed Attack
201011312,Armed Attack
201010505,Assault
201011066,Kidnapping
201010677,Kidnapping
201010846,Kidnapping
201010847,Kidnapping
201011167,Kidnapping
201010901,Kidnapping
201011180,Bombing
201010244,Bombing
201010361,Bombing
201010363,Bombing
201010367,Bombing
201010366,Bombing
201010370,Bombing
201010409,Bombing
201010430,Bombing
201010486,Bombing
201010335,Bombing
201010337,Bombing
201010403,Bombing
201010371,Bombing
201010338,Bombing
201010396,Bombing
201010532,Bombing
201010219,Armed Attack
201010442,Armed Attack
201010490,Armed Attack
201010794,Armed Attack
201010416,Armed Attack
201010585,Kidnapping
201010508,Armed Attack
201010412,Armed Attack
201010412, Barricade/Hostage
201011245,Armed Attack
201010314,Armed Attack
201010624,Armed Attack
201010625,Armed Attack
201010445,Armed Attack
201011187,Armed Attack
201010448,Armed Attack
201010340,Bombing
201010340, Suicide
201010653,Armed Attack
201010654,Armed Attack
201010989,Armed Attack
201010260,Assault
201010260, Kidnapping
201011005,Unknown
201011009,Unknown
201010859,Kidnapping
201010848,Kidnapping
201011166,Unknown
201011827,Bombing
201010315,Bombing
201010529,Bombing
201010539,Bombing
201010454,Bombing
201010010,Bombing
201010174,Bombing
201010254,Armed Attack
201010394,Armed Attack
201010394, Kidnapping
201010481,Armed Attack
201010491,Armed Attack
201010422,Armed Attack
201010492,Armed Attack
201010171,Armed Attack
201010528,Armed Attack
201010172,Armed Attack
201010250,Armed Attack
201010250, Bombing
201010250, Suicide
201010402,Armed Attack
201010402, Kidnapping
201010446,Arson/Firebombing
201010446, Assault
201011191,Armed Attack
201011188,Armed Attack
201010451,Armed Attack
201010474,Armed Attack
201010468,Armed Attack
201010467,Armed Attack
201010320,Kidnapping
201010320, Other
201011006,Unknown
201010388,Unknown
201011008,Kidnapping
201011171,Unknown
201010849,Kidnapping
201010349,Bombing
201010716,Bombing
201010564,Bombing
201010582,Bombing
201010527,Bombing
201010621,Bombing
201010583,Armed Attack
201010570,Armed Attack
201010707,Armed Attack
201010012,Armed Attack
201010356,Armed Attack
201010353,Armed Attack
201010473,Armed Attack
201010644,Armed Attack
201010642,Armed Attack
201010985,Armed Attack
201010386,Arson/Firebombing
201010386, Assault
201010386, Theft
201011201,Armed Attack
201011193,Armed Attack
201011196,Armed Attack
201010576,Bombing
201010572,Bombing
201010652,Armed Attack
201010577,Armed Attack
201010664,Armed Attack
201010666,Armed Attack
201011113,Assault
201011113, Kidnapping
201011042,Kidnapping
201010407,Near Miss/Non Attack Incident
201010407, Unknown
201011165,Kidnapping
201011164,Kidnapping
201010263,Bombing
201010330,Bombing
201010789,Bombing
201010781,Bombing
201010719,Bombing
201010860,Bombing
201010478,Bombing
201010429,Bombing
201010496,Bombing
201010278,Armed Attack
201010362,Armed Attack
201010819,Armed Attack
201010088,Armed Attack
201010547,Armed Attack
201011297,Armed Attack
201010919,Arson/Firebombing
201010919, Vandalism
201011199,Armed Attack
201010864,Armed Attack
201010784,Armed Attack
201010087,Armed Attack
201010287,Armed Attack
201010331,Armed Attack
201010809,Armed Attack
201010352,Unknown
201010274,Unknown
201010264,Unknown
201010198,Bombing
201010487,Unknown
201010525,Unknown
201010851,Kidnapping
201010517,Armed Attack
201010517, Bombing
201010285,Bombing
201010285, Near Miss/Non Attack Incident
201010296,Bombing
201010896,Bombing
201010900,Bombing
201010900, Suicide
201010895,Bombing
201009956,Bombing
201010437,Bombing
201010390,Armed Attack
201010390, Kidnapping
201010294,Armed Attack
201010364,Armed Attack
201010534,Assault
201010534, Kidnapping
201010441,Armed Attack
201010535,Armed Attack
201010479,Armed Attack
201010544,Armed Attack
201010089,Armed Attack
201010345,Armed Attack
201010345, Kidnapping
201010382,Arson/Firebombing
201011350,Arson/Firebombing
201011353,Armed Attack
201010865,Bombing
201010865, Suicide
201010661,Armed Attack
201011043,Kidnapping
201010300,Kidnapping
201010300, Unknown
201010298,Unknown
201010351,Unknown
201010354,Kidnapping
201010852,Kidnapping
201010870,Kidnapping
201010961,Bombing
201010858,Bombing
201010858, Suicide
201010962,Bombing
201010842,Bombing
201010830,Bombing
201010841,Bombing
201010925,Bombing
201010827,Bombing
201010828,Bombing
201010372,Bombing
201010907,Bombing
201010163,Armed Attack
201010921,Armed Attack
201010924,Armed Attack
201010868,Armed Attack
201011284,Armed Attack
201011284, Theft
201010631,Armed Attack
201010162,Armed Attack
201010375,Armed Attack
201011315,Armed Attack
201011115,Arson/Firebombing
201011228,Armed Attack
201010906,Bombing
201010908,Armed Attack
201010903,Armed Attack
201011119,Armed Attack
201010922,Armed Attack
201010659,Armed Attack
201010923,Armed Attack
201011497,Assault
201011054,Unknown
201010904,Unknown
201011246,Kidnapping
201011246, Unknown
201010854,Kidnapping
201010218,Bombing
201010640,Bombing
201010522,Bombing
201011014,Bombing
201011035,Bombing
201010905,Bombing
201010914,Bombing
201011095,Bombing
201011047,Bombing
201011048,Bombing
201011013,Bombing
201010829,Bombing
201010977,Bombing
201011091,Bombing
201011038,Bombing
201011096,Bombing
201011088,Bombing
201011086,Bombing
201011261,Bombing
201010947,Bombing
201010936,Bombing
201010928,Bombing
201010930,Bombing
201010933,Bombing
201010939,Bombing
201010934,Bombing
201010932,Bombing
201010935,Bombing
201010938,Bombing
201010937,Bombing
201010874,Bombing
201010497,Bombing
201011085,Armed Attack
201011092,Armed Attack
201011118,Kidnapping
201011116,Armed Attack
201011123,Armed Attack
201011017,Armed Attack
201011017, Barricade/Hostage
201011080,Armed Attack
201011098,Armed Attack
201011087,Armed Attack
201011027,Armed Attack
201011023,Armed Attack
201010182,Armed Attack
201011029,Armed Attack
201011369,Arson/Firebombing
201011369, Kidnapping
201010376,Armed Attack
201010979,Bombing
201011089,Armed Attack
201010910,Armed Attack
201011018,Armed Attack
201011076,Armed Attack
201011040,Armed Attack
201011079,Armed Attack
201011151,Armed Attack
201011150,Armed Attack
201011154,Armed Attack
201011153,Armed Attack
201011152,Armed Attack
201011149,Armed Attack
201011072,Armed Attack
201011004,Assault
201011004, Kidnapping
201011148,Unknown
201011128,Unknown
201011053,Unknown
201011135,Unknown
201011074,Unknown
201011021,Unknown
201011125,Unknown
201011081,Kidnapping
201011081, Unknown
201011059,Unknown
201011024,Unknown
201011075,Unknown
201011140,Unknown
201011126,Unknown
201011025,Kidnapping
201011058,Unknown
201011068,Unknown
201011144,Unknown
201011028,Unknown
201011147,Unknown
201011062,Unknown
201011084,Kidnapping
201011039,Kidnapping
201011063,Unknown
201010200,Kidnapping
201010855,Kidnapping
201011254,Unknown
201011352,Kidnapping
201011351,Unknown
201011832,Bombing
201010304,Armed Attack
201010304, Bombing
201010917,Bombing
201011007,Bombing
201010916,Bombing
201011011,Bombing
201010355,Bombing
201010957,Bombing
201011093,Armed Attack
201011099,Armed Attack
201010206,Armed Attack
201010210,Armed Attack
201010992,Armed Attack
201010992, Kidnapping
201010831,Armed Attack
201010844,Armed Attack
201010844, Kidnapping
201010832,Armed Attack
201010434,Armed Attack
201011271,Barricade/Hostage
201011271, Kidnapping
201010276,Armed Attack
201010536,Armed Attack
201010536, Assault
201010536, Barricade/Hostage
201011090,Armed Attack
201010242,Armed Attack
201010242, Kidnapping
201010245,Arson/Firebombing
201010940,Arson/Firebombing
201010940, Unknown
201011248,Arson/Firebombing
201011248, Barricade/Hostage
201011248, Kidnapping
201011248, Unknown
201010960,Armed Attack
201010913,Bombing
201010911,Armed Attack
201011159,Armed Attack
201011156,Armed Attack
201011145,Unknown
201011136,Unknown
201011130,Unknown
201011141,Unknown
201011120,Unknown
201010212,Kidnapping
201010266,Kidnapping
201010266, Unknown
201010856,Kidnapping
201011010,Bombing
201011012,Bombing
201010942,Bombing
201011002,Bombing
201010956,Bombing
201010918,Bombing
201010954,Bombing
201010958,Bombing
201011003,Bombing
201010994,Bombing
201010994, Suicide
201011192,Bombing
201011110,Bombing
201010996,Bombing
201011103,Bombing
201010990,Bombing
201011111,Bombing
201010995,Bombing
201011189,Bombing
201011108,Bombing
201011108, Suicide
201010850,Bombing
201010488,Bombing
201010969,Armed Attack
201011094,Armed Attack
201011267,Armed Attack
201010272,Armed Attack
201011052,Kidnapping
201010988,Armed Attack
201010559,Armed Attack
201010288,Arson/Firebombing
201010288, Hijacking
201010549,Arson/Firebombing
201010549, Theft
201010450,Armed Attack
201010256,Armed Attack
201010256, Assault
201010256, Kidnapping
201010579,Arson/Firebombing
201011843,Arson/Firebombing
201011835,Arson/Firebombing
201011232,Armed Attack
201011235,Armed Attack
201010537,Bombing
201011697,Bombing
201011077,Armed Attack
201010998,Armed Attack
201011157,Armed Attack
201011160,Armed Attack
201010669,Armed Attack
201010668,Armed Attack
201010943,Assault
201010943, Kidnapping
201010941,Unknown
201011142,Unknown
201011138,Unknown
201011131,Unknown
201010248,Kidnapping
201010857,Kidnapping
201011848,Bombing
201010458,Bombing
201010444,Bombing
201011400,Bombing
201010966,Bombing
201011186,Bombing
201011184,Bombing
201011202,Bombing
201010833,Bombing
201010835,Bombing
201010835, Near Miss/Non Attack Incident
201010506,Bombing
201010944,Armed Attack
201010971,Armed Attack
201011112,Kidnapping
201010838,Kidnapping
201010876,Kidnapping
201010875,Kidnapping
201010435,Armed Attack
201010443,Armed Attack
201011463,Armed Attack
201010882,Armed Attack
201010890,Armed Attack
201010580,Arson/Firebombing
201010580, Kidnapping
201010580, Theft
201010970,Arson/Firebombing
201010463,Arson/Firebombing
201011158,Armed Attack
201011161,Armed Attack
201011143,Unknown
201010973,Unknown
201011132,Unknown
201011139,Unknown
201011071,Kidnapping
201010678,Bombing
201010715,Bombing
201010456,Bombing
201010457,Bombing
201010959,Bombing
201010948,Bombing
201010952,Bombing
201010952, Suicide
201011198,Bombing
201011233,Bombing
201010853,Bombing
201010945,Armed Attack
201010945, Kidnapping
