ICN,Event_Type_List
201011781,Armed Attack
201011767,Armed Attack
201012827,Armed Attack
201011739,Armed Attack
201012314,Armed Attack
201012314, Kidnapping
201012274,Armed Attack
201012832,Armed Attack
201012938,Armed Attack
201012853,Armed Attack
201012853, Arson/Firebombing
201012436,Armed Attack
201011744,Arson/Firebombing
201013132,Arson/Firebombing
201013132, Unknown
201012277,Armed Attack
201013083,Kidnapping
201011847,Kidnapping
201012747,Kidnapping
201012946,Kidnapping
201012935,Armed Attack
201012063,Bombing
201011839,Armed Attack
201011839, Bombing
201012163,Bombing
201012159,Bombing
201012874,Bombing
201012864,Bombing
201012866,Bombing
201012867,Bombing
201012279,Bombing
201011985,Bombing
201011987,Bombing
201012165,Armed Attack
201012165, Kidnapping
201012252,Armed Attack
201011766,Armed Attack
201012862,Armed Attack
201012282,Armed Attack
201012062,Armed Attack
201011983,Armed Attack
201013675,Assault
201013675, Kidnapping
201013675, Theft
201013675, Unknown
201012014,Armed Attack
201012014, Bombing
201012014, Theft
201012183,Armed Attack
201012184,Armed Attack
201012868,Armed Attack
201012945,Assault
201012103,Unknown
201012507,Kidnapping
201012507, Unknown
201013337,Bombing
201012171,Bombing
201012171, Suicide
201012268,Bombing
201012879,Bombing
201013171,Bombing
201013068,Bombing
201012882,Armed Attack
201012876,Kidnapping
201011933,Armed Attack
201012313,Armed Attack
201012313, Kidnapping
201012670,Armed Attack
201011896,Arson/Firebombing
201011896, Barricade/Hostage
201012861,Armed Attack
201012861, Arson/Firebombing
201012167,Arson/Firebombing
201012047,Arson/Firebombing
201013979,Arson/Firebombing
201013979, Bombing
201013169,Armed Attack
201012185,Armed Attack
201013067,Assault
201013067, Kidnapping
201013098,Unknown
201012265,Kidnapping
201012122,Armed Attack
201012122, Bombing
201012918,Bombing
201012816,Bombing
201012818,Bombing
201012846,Bombing
201012997,Bombing
201013172,Bombing
201012962,Bombing
201013174,Bombing
201012851,Armed Attack
201012851, Kidnapping
201012822,Armed Attack
201012101,Armed Attack
201013348,Armed Attack
201013131,Arson/Firebombing
201013131, Theft
201013131, Unknown
201013339,Armed Attack
201016400,Bombing
201012714,Armed Attack
201012713,Armed Attack
201013139,Armed Attack
201012848,Unknown
201013142,Unknown
201012102,Kidnapping
201013975,Bombing
201013187,Armed Attack
201013187, Bombing
201012849,Bombing
201012843,Bombing
201013235,Bombing
201012916,Bombing
201012952,Bombing
201012857,Bombing
201012850,Bombing
201013236,Bombing
201012948,Bombing
201012075,Bombing
201012092,Bombing
201012994,Bombing
201013357,Bombing
201012975,Bombing
201013013,Bombing
201013122,Bombing
201012859,Armed Attack
201012950,Armed Attack
201012128,Armed Attack
201013313,Armed Attack
201013261,Armed Attack
201013124,Armed Attack
201013358,Armed Attack
201013250,Armed Attack
201014000,Armed Attack
201013191,Armed Attack
201013060,Armed Attack
201012830,Bombing
201012826,Bombing
201012826, Suicide
201012666,Armed Attack
201013173,Armed Attack
201013263,Assault
201012951,Unknown
201013883,Kidnapping
201013291,Kidnapping
201013200,Unknown
201013316,Bombing
201013316, Hijacking
201012889,Bombing
201012860,Bombing
201013319,Bombing
201013138,Bombing
201013128,Bombing
201013259,Bombing
201013320,Bombing
201013195,Bombing
201013127,Bombing
201013133,Bombing
201013136,Bombing
201013363,Bombing
201013177,Bombing
201012678,Bombing
201012678, Suicide
201013227,Armed Attack
201012197,Armed Attack
201013851,Armed Attack
201013311,Armed Attack
201013126,Armed Attack
201012965,Armed Attack
201012970,Armed Attack
201013540,Armed Attack
201013539,Armed Attack
201012734,Armed Attack
201013196,Armed Attack
201013135,Armed Attack
201012725,Armed Attack
201013137,Bombing
201013137, Near Miss/Non Attack Incident
201012923,Armed Attack
201013318,Armed Attack
201013129,Armed Attack
201013175,Armed Attack
201012956,Unknown
201013205,Unknown
201013247,Kidnapping
201012748,Kidnapping
201013224,Bombing
201012170,Bombing
201013923,Armed Attack
201013923, Bombing
201012899,Bombing
201013241,Bombing
201012894,Bombing
201012906,Bombing
201013848,Bombing
201013845,Bombing
201012715,Bombing
201012158,Bombing
201012996,Bombing
201012996, Suicide
201012988,Bombing
201012891,Armed Attack
201013233,Armed Attack
201013246,Armed Attack
201012186,Armed Attack
201013322,Armed Attack
201013843,Armed Attack
201013536,Armed Attack
201013371,Armed Attack
201013863,Armed Attack
201013321,Armed Attack
201013199,Armed Attack
201012391,Armed Attack
201012146,Armed Attack
201012146, Assault
201012332,Armed Attack
201012332, Assault
201012187,Armed Attack
201012187, Kidnapping
201012153,Arson/Firebombing
201012890,Bombing
201012749,Assault
201012322,Unknown
201013194,Unknown
201012129,Barricade/Hostage
201012129, Bombing
201012912,Bombing
201012896,Bombing
201012892,Bombing
201013839,Bombing
201013846,Bombing
201013374,Bombing
201013910,Bombing
201012097,Bombing
201013210,Armed Attack
201013210, Kidnapping
201012907,Armed Attack
201012908,Armed Attack
201012123,Armed Attack
201013252,Armed Attack
201013833,Armed Attack
201013538,Armed Attack
201013860,Armed Attack
201012900,Armed Attack
201012379,Armed Attack
201012972,Armed Attack
201012189,Armed Attack
201012189, Barricade/Hostage
201012189, Theft
201013926,Armed Attack
201012893,Bombing
201012893, Suicide
201012911,Bombing
201012898,Bombing
201012680,Armed Attack
201013130,Assault
201013262,Assault
201012175,Assault
201012175, Kidnapping
201012915,Unknown
201013885,Bombing
201012610,Bombing
201013888,Bombing
201013503,Bombing
201013938,Bombing
201013448,Bombing
201013497,Bombing
201013937,Bombing
201013080,Armed Attack
201012608,Armed Attack
201013884,Hijacking
201013090,Armed Attack
201012208,Armed Attack
201013531,Armed Attack
201013913,Armed Attack
201012286,Armed Attack
201012285,Armed Attack
201013534,Armed Attack
201012558,Armed Attack
201012558, Assault
201012558, Kidnapping
201013100,Armed Attack
201012218,Armed Attack
201012220,Armed Attack
201012215,Armed Attack
201012243,Bombing
201013914,Bombing
201012120,Bombing
201013886,Bombing
201012674,Unknown
201013094,Unknown
201013901,Unknown
201013902,Unknown
201013903,Unknown
201013900,Unknown
201013899,Unknown
201013889,Bombing
201013240,Bombing
201012281,Bombing
201013150,Armed Attack
201013150, Bombing
201012682,Bombing
201012662,Bombing
201013183,Bombing
201012607,Bombing
201013237,Bombing
201013179,Bombing
201012616,Bombing
201012605,Bombing
201013159,Bombing
201012569,Bombing
201013206,Bombing
201013219,Bombing
201013204,Bombing
201013222,Bombing
201013243,Bombing
201013152,Bombing
201013180,Bombing
201013994,Bombing
201013947,Bombing
201013992,Bombing
201013995,Bombing
201014194,Bombing
201014194, Suicide
201013967,Bombing
201013967, Suicide
201014191,Bombing
201014193,Bombing
201014214,Bombing
201012902,Bombing
201013980,Bombing
201012614,Armed Attack
201012613,Armed Attack
201012672,Armed Attack
201013214,Armed Attack
201012618,Armed Attack
201013147,Armed Attack
201013216,Armed Attack
201013182,Armed Attack
201013215,Armed Attack
201013163,Armed Attack
201013153,Armed Attack
201012609,Armed Attack
201012675,Armed Attack
201013211,Armed Attack
201013181,Armed Attack
201013148,Armed Attack
201013887,Armed Attack
201012261,Armed Attack
201013941,Armed Attack
201013942,Armed Attack
201014448,Armed Attack
201014187,Armed Attack
201014244,Armed Attack
201014225,Armed Attack
201014444,Armed Attack
201012397,Armed Attack
201013178,Arson/Firebombing
201013143,Arson/Firebombing
201013225,Armed Attack
201012272,Armed Attack
201013890,Bombing
201013230,Armed Attack
201014890,Armed Attack
201013370,Assault
201013170,Armed Attack
201013164,Unknown
201012606,Unknown
201013176,Kidnapping
201013158,Unknown
201013221,Unknown
201013161,Kidnapping
201013184,Unknown
201013248,Unknown
201013249,Unknown
201013209,Unknown
201013232,Kidnapping
201013218,Unknown
201013203,Kidnapping
201012267,Kidnapping
201012904,Kidnapping
201012904, Theft
201013336,Unknown
201016428,Kidnapping
201012611,Bombing
201012621,Bombing
201012655,Bombing
201012620,Bombing
201012620, Suicide
201014004,Bombing
201014036,Bombing
201014250,Bombing
201014035,Bombing
201014040,Bombing
201014011,Bombing
201014005,Bombing
201014007,Bombing
201014008,Bombing
201014262,Bombing
201014483,Bombing
201014446,Armed Attack
201014051,Armed Attack
201014490,Armed Attack
201012650,Armed Attack
201012346,Armed Attack
201012993,Armed Attack
201012649,Armed Attack
201014047,Armed Attack
201012917,Armed Attack
201014033,Bombing
201014033, Suicide
201014212,Bombing
201014212, Suicide
201014016,Bombing
201014016, Suicide
201014009,Bombing
201012623,Armed Attack
201013996,Armed Attack
201013368,Assault
201013368, Unknown
201012622,Armed Attack
201012653,Bombing
201012657,Bombing
201012656,Bombing
201012663,Bombing
201014175,Bombing
201014481,Bombing
201014186,Bombing
201014185,Bombing
201014157,Bombing
201014167,Bombing
201014184,Bombing
201012296,Bombing
201013310,Bombing
201012679,Bombing
201013096,Armed Attack
201014182,Armed Attack
201014161,Armed Attack
201012646,Armed Attack
201012668,Armed Attack
201013314,Armed Attack
201013089,Armed Attack
201012295,Armed Attack
201012295, Assault
201012717,Arson/Firebombing
201012671,Armed Attack
201012357,Bombing
201014450,Armed Attack
201012724,Unknown
201013088,Kidnapping
201012669,Unknown
201013326,Kidnapping
201012963,Barricade/Hostage
201013091,Armed Attack
201013091, Bombing
201012665,Bombing
201012632,Bombing
201012561,Bombing
201012559,Bombing
201012559, Suicide
201014577,Bombing
201014600,Bombing
201014572,Bombing
201014566,Bombing
201014598,Bombing
201014560,Bombing
201014559,Bombing
201014565,Bombing
201014597,Bombing
201014562,Bombing
201012300,Armed Attack
201012738,Armed Attack
201014563,Armed Attack
201014567,Armed Attack
201012765,Armed Attack
201012359,Armed Attack
201011107,Armed Attack
201012745,Armed Attack
201012971,Armed Attack
201012991,Armed Attack
201012633,Armed Attack
201013638,Arson/Firebombing
201012562,Armed Attack
201012630,Armed Attack
201014591,Armed Attack
201014564,Armed Attack
201014578,Armed Attack
201012914,Armed Attack
201012974,Assault
201013444,Kidnapping
201013444, Unknown
201012913,Unknown
201012750,Kidnapping
201014617,Armed Attack
201014617, Bombing
201013005,Bombing
201013001,Bombing
201013115,Bombing
201014592,Bombing
201014594,Bombing
201014583,Bombing
201014593,Bombing
201013266,Bombing
201013003,Armed Attack
201012365,Armed Attack
201012307,Armed Attack
201012302,Armed Attack
201014595,Armed Attack
201014634,Armed Attack
201014590,Armed Attack
201014629,Armed Attack
201014171,Armed Attack
201013505,Armed Attack
201013114,Armed Attack
201013589,Armed Attack
201013000,Bombing
201014625,Bombing
201012667,Bombing
201014601,Armed Attack
201013267,Armed Attack
201013186,Unknown
201013929,Kidnapping
201013619,Unknown
201013352,Kidnapping
201012486,Bombing
201013004,Bombing
201013110,Bombing
201014587,Bombing
201014589,Bombing
201013296,Bombing
201012641,Bombing
201013111,Armed Attack
201014588,Armed Attack
201014638,Armed Attack
201013270,Armed Attack
201013269,Armed Attack
201014172,Armed Attack
201011818,Armed Attack
201011818, Theft
201013295,Armed Attack
201013294,Armed Attack
201012550,Bombing
201013093,Unknown
201013009,Bombing
201012612,Bombing
201014479,Bombing
201013341,Bombing
201013302,Bombing
201013305,Bombing
201013282,Bombing
201013324,Bombing
201013401,Bombing
201013323,Bombing
201013245,Armed Attack
201013008,Armed Attack
201013042,Armed Attack
201013268,Armed Attack
201013273,Armed Attack
201013809,Armed Attack
201013809, Kidnapping
201013298,Armed Attack
201013272,Armed Attack
201013486,Armed Attack
201013485,Armed Attack
201012977,Armed Attack
201012978,Armed Attack
201012985,Armed Attack
201012480,Arson/Firebombing
201012629,Arson/Firebombing
201012629, Hijacking
201013325,Armed Attack
201013276,Armed Attack
201013327,Armed Attack
201013342,Armed Attack
201014693,Bombing
201013344,Armed Attack
201013275,Armed Attack
201012478,Assault
201012478, Kidnapping
201013145,Hijacking
201013120,Unknown
201013185,Unknown
201013016,Unknown
201013553,Kidnapping
201013867,Bombing
201013660,Bombing
201013011,Bombing
201012551,Bombing
201012635,Bombing
201014405,Bombing
201014403,Bombing
201014357,Bombing
201014400,Bombing
201014396,Bombing
201013328,Bombing
201012560,Barricade/Hostage
201012560, Bombing
201013108,Armed Attack
201013039,Armed Attack
201013021,Armed Attack
201013040,Armed Attack
201013020,Armed Attack
201013041,Armed Attack
201013271,Armed Attack
201012527,Armed Attack
201012625,Armed Attack
201014392,Armed Attack
201014356,Armed Attack
201014355,Armed Attack
201014780,Armed Attack
201014362,Kidnapping
201013288,Armed Attack
201013286,Armed Attack
201013446,Kidnapping
201013446, Theft
201012638,Armed Attack
201012637,Armed Attack
201014354,Armed Attack
201014354, Arson/Firebombing
201013081,Arson/Firebombing
201013043,Armed Attack
201013330,Armed Attack
201013403,Armed Attack
201013331,Armed Attack
201013015,Armed Attack
201013549,Assault
201013045,Kidnapping
201013117,Unknown
201013086,Kidnapping
201012515,Kidnapping
201012515, Unknown
201013548,Kidnapping
201013546,Kidnapping
201012707,Bombing
201013106,Bombing
201013106, Near Miss/Non Attack Incident
201013051,Bombing
201013077,Bombing
201013105,Bombing
201014252,Bombing
201014322,Bombing
201012490,Bombing
201014268,Bombing
201014347,Bombing
201014304,Bombing
201014257,Bombing
201014267,Bombing
201014259,Bombing
201014255,Bombing
201014308,Bombing
201014337,Armed Attack
201014315,Armed Attack
201014249,Armed Attack
201013812,Armed Attack
201013812, Kidnapping
201013510,Armed Attack
201012522,Armed Attack
201012522, Kidnapping
201012660,Armed Attack
201012660, Assault
201013808,Kidnapping
201012604,Theft
201012604, Unknown
201013044,Arson/Firebombing
201013229,Arson/Firebombing
201014306,Armed Attack
201013048,Assault
201012711,Assault
201012711, Kidnapping
201013335,Armed Attack
201014540,Kidnapping
201012753,Kidnapping
201012752,Kidnapping
201012721,Bombing
201012953,Bombing
201012953, Suicide
201012998,Bombing
201013062,Bombing
201012967,Bombing
201013198,Bombing
201013055,Bombing
201013134,Bombing
201013056,Bombing
201013650,Bombing
201013024,Armed Attack
201013024, Kidnapping
201012961,Armed Attack
201012954,Armed Attack
201012768,Armed Attack
201013123,Armed Attack
201013201,Armed Attack
201013239,Armed Attack
201013545,Armed Attack
201013493,Armed Attack
201013644,Armed Attack
201013118,Bombing
201012987,Armed Attack
201013685,Assault
201013667,Theft
201013667, Unknown
201012710,Unknown
201012964,Bombing
201012960,Bombing
201013315,Bombing
201013309,Bombing
201013350,Bombing
201013312,Bombing
201013312, Suicide
201013190,Bombing
201013759,Bombing
201013759, Suicide
201012925,Armed Attack
201013002,Armed Attack
201013317,Armed Attack
201013347,Armed Attack
201013364,Armed Attack
201013450,Armed Attack
201013436,Armed Attack
201013599,Armed Attack
201013376,Armed Attack
201013213,Armed Attack
201013244,Armed Attack
201013297,Armed Attack
201014160,Armed Attack
201012980,Armed Attack
201013552,Armed Attack
201012979,Armed Attack
201013373,Armed Attack
201013704,Armed Attack
201013069,Armed Attack
201013069, Assault
201013069, Kidnapping
201013193,Armed Attack
201013193, Assault
201013499,Armed Attack
201012957,Armed Attack
201012957, Other
201012981,Unknown
201013445,Armed Attack
201013651,Armed Attack
201012742,Bombing
201012958,Armed Attack
201013287,Armed Attack
201012989,Armed Attack
201013488,Armed Attack
201012982,Kidnapping
201012982, Unknown
201012754,Kidnapping
201012761,Bombing
201013038,Bombing
201013012,Bombing
201013010,Bombing
201013543,Bombing
201013523,Bombing
201013528,Bombing
201013551,Bombing
201013618,Bombing
201013520,Bombing
201013066,Armed Attack
201013933,Armed Attack
201013933, Kidnapping
201014650,Armed Attack
201014650, Theft
201012764,Armed Attack
201012733,Armed Attack
201012740,Armed Attack
201013532,Armed Attack
201013639,Armed Attack
201013615,Armed Attack
201013506,Armed Attack
201013617,Armed Attack
201013192,Armed Attack
201013289,Armed Attack
201013292,Armed Attack
201013550,Armed Attack
201013022,Armed Attack
201013022, Assault
201013022, Theft
201013716,Armed Attack
201012833,Arson/Firebombing
201012813,Arson/Firebombing
201013672,Arson/Firebombing
201013672, Kidnapping
201013672, Theft
201013672, Unknown
201013466,Armed Attack
201013017,Bombing
201013017, Suicide
201013616,Bombing
201013616, Suicide
201013554,Armed Attack
201013469,Kidnapping
201013469, Other
201013614,Assault
201012746,Assault
201012746, Kidnapping
201012820,Bombing
201013492,Bombing
201012929,Bombing
201013054,Bombing
201013047,Bombing
201013019,Bombing
201013057,Bombing
201013052,Bombing
201013643,Bombing
201013642,Bombing
201013645,Bombing
201013641,Bombing
201013649,Bombing
201013223,Bombing
201013026,Armed Attack
201012835,Armed Attack
201013646,Armed Attack
201013648,Armed Attack
201013647,Armed Attack
201013226,Armed Attack
201013217,Armed Attack
201012927,Armed Attack
201012927, Arson/Firebombing
201012927, Kidnapping
201012927, Theft
201013018,Armed Attack
201013231,Armed Attack
201012808,Bombing
201012706,Bombing
201012744,Bombing
201013300,Armed Attack
201012814,Assault
201012815,Assault
201013050,Unknown
201013031,Bombing
201013666,Bombing
201013699,Bombing
201013032,Armed Attack
201013034,Armed Attack
201013160,Armed Attack
201013670,Armed Attack
201013686,Armed Attack
201013251,Armed Attack
201012995,Armed Attack
201013059,Arson/Firebombing
201013788,Arson/Firebombing
201013788, Theft
201012983,Armed Attack
201012856,Armed Attack
201013029,Unknown
201013028,Unknown
201013030,Unknown
201013578,Bombing
201013433,Bombing
201013582,Bombing
201013629,Bombing
201013419,Bombing
201013626,Bombing
201013440,Bombing
201013079,Bombing
201013723,Bombing
201013728,Bombing
201013693,Bombing
201013690,Bombing
201013449,Bombing
201013803,Bombing
201013425,Armed Attack
201013674,Kidnapping
201013423,Armed Attack
201013428,Armed Attack
201013627,Armed Attack
201013625,Armed Attack
201013437,Armed Attack
201012966,Armed Attack
201013739,Armed Attack
201013720,Armed Attack
201012936,Armed Attack
201013736,Armed Attack
201013692,Armed Attack
201013447,Armed Attack
201013542,Armed Attack
201013442,Armed Attack
201013442, Arson/Firebombing
201012933,Armed Attack
201012933, Arson/Firebombing
201012933, Bombing
201012933, Theft
201012871,Arson/Firebombing
201012905,Arson/Firebombing
201013529,Armed Attack
201013726,Armed Attack
201012870,Assault
201013416,Armed Attack
201013416, Kidnapping
201013432,Armed Attack
201013438,Unknown
201013829,Kidnapping
201013566,Bombing
201013805,Bombing
201013718,Bombing
201013608,Bombing
201013659,Bombing
201013573,Bombing
201013804,Bombing
201013804, Suicide
201013724,Bombing
201013598,Bombing
201013798,Bombing
201013817,Bombing
201013815,Bombing
201013818,Bombing
201013802,Bombing
201013820,Bombing
201013814,Bombing
201013844,Bombing
201013822,Bombing
201013813,Bombing
201013831,Bombing
201013807,Bombing
201013677,Kidnapping
201013570,Armed Attack
201013678,Kidnapping
201013434,Armed Attack
201013717,Armed Attack
201012895,Armed Attack
201013847,Armed Attack
201013842,Armed Attack
201014107,Armed Attack
201014107, Kidnapping
201013832,Armed Attack
201013826,Armed Attack
201013811,Armed Attack
201012992,Armed Attack
201013713,Armed Attack
201013713, Arson/Firebombing
201013713, Theft
201013767,Armed Attack
201013756,Armed Attack
201013796,Armed Attack
201013761,Armed Attack
201013758,Armed Attack
201013430,Arson/Firebombing
201013516,Arson/Firebombing
201013740,Armed Attack
201013698,Armed Attack
201013749,Armed Attack
201013769,Armed Attack
201013742,Armed Attack
201013751,Armed Attack
201013748,Armed Attack
201013787,Armed Attack
201013743,Armed Attack
201013786,Armed Attack
201013821,Armed Attack
201013709,Armed Attack
201013708,Armed Attack
201013712,Armed Attack
201013711,Armed Attack
201013623,Assault
201013474,Assault
201013753,Armed Attack
201013783,Armed Attack
201013722,Armed Attack
201013738,Unknown
201013792,Unknown
201013611,Unknown
201013800,Unknown
201013801,Kidnapping
201013801, Unknown
201013779,Unknown
201013610,Unknown
201013725,Kidnapping
201013777,Unknown
201013621,Unknown
201013733,Unknown
201013794,Unknown
201013564,Unknown
201013768,Unknown
201013790,Unknown
201013778,Unknown
201013773,Unknown
201013603,Unknown
201013793,Unknown
201013776,Unknown
201013791,Unknown
201013571,Unknown
201013789,Unknown
201013734,Unknown
201013605,Unknown
201013774,Unknown
201012910,Kidnapping
201012955,Kidnapping
201012955, Unknown
201013480,Kidnapping
201013470,Kidnapping
201013834,Kidnapping
201013694,Armed Attack
201013694, Bombing
201013563,Bombing
201013601,Bombing
201013561,Bombing
201013849,Bombing
201013856,Bombing
201013850,Bombing
201013854,Armed Attack
201013701,Bombing
201013700,Bombing
201013700, Suicide
201013459,Armed Attack
201012897,Armed Attack
201013426,Armed Attack
201013766,Armed Attack
201013424,Armed Attack
201012984,Armed Attack
201012986,Armed Attack
201013823,Armed Attack
201013757,Armed Attack
201013762,Armed Attack
201013760,Armed Attack
201013754,Armed Attack
201012976,Arson/Firebombing
201013858,Arson/Firebombing
201013697,Arson/Firebombing
201013859,Armed Attack
201013750,Armed Attack
201013744,Armed Attack
201013747,Armed Attack
201013853,Armed Attack
201013676,Armed Attack
201013453,Armed Attack
201013939,Armed Attack
201013855,Armed Attack
201013454,Assault
201013107,Assault
201013107, Kidnapping
201012999,Assault
201012999, Kidnapping
201013007,Kidnapping
201013007, Near Miss/Non Attack Incident
201013481,Kidnapping
201013478,Assault
201013872,Bombing
201013375,Bombing
201013879,Armed Attack
201013879, Bombing
201013819,Armed Attack
201013819, Bombing
201013819, Suicide
201013455,Bombing
201013462,Bombing
201013457,Bombing
201013460,Bombing
201013948,Bombing
201013940,Bombing
201013935,Bombing
201013945,Bombing
201013946,Bombing
201013880,Bombing
201013936,Bombing
201013873,Bombing
201013705,Bombing
201013752,Bombing
201013655,Kidnapping
201013473,Armed Attack
201013464,Armed Attack
201013594,Armed Attack
201013072,Armed Attack
201013072, Kidnapping
201013864,Armed Attack
201013866,Kidnapping
201013865,Armed Attack
201013943,Armed Attack
201013874,Armed Attack
201013377,Armed Attack
201013365,Armed Attack
201013006,Armed Attack
201013006, Barricade/Hostage
201013784,Armed Attack
201013784, Kidnapping
201013784, Other
201013755,Armed Attack
201013033,Armed Attack
201013878,Bombing
201013878, Suicide
201013950,Bombing
201013950, Suicide
201013745,Armed Attack
201013456,Armed Attack
201013746,Armed Attack
201013877,Assault
201013023,Assault
201013023, Kidnapping
201013595,Unknown
201013102,Kidnapping
201013828,Bombing
201013490,Bombing
201013656,Bombing
201013557,Bombing
201013591,Bombing
201013071,Bombing
201013402,Bombing
201013084,Bombing
201014003,Bombing
201014057,Bombing
201013988,Bombing
201014017,Bombing
201013986,Bombing
201013998,Bombing
201014048,Bombing
201014070,Bombing
201013969,Bombing
201013999,Bombing
201014014,Bombing
201013727,Bombing
201013735,Bombing
201013875,Barricade/Hostage
201013875, Bombing
201013471,Armed Attack
201013502,Armed Attack
201014020,Armed Attack
201014097,Armed Attack
201013911,Armed Attack
201013907,Armed Attack
201013721,Armed Attack
201013730,Armed Attack
201013719,Kidnapping
201013366,Armed Attack
201013303,Armed Attack
201013702,Armed Attack
201013558,Arson/Firebombing
201014019,Bombing
201013981,Bombing
201013973,Bombing
201014002,Bombing
201014001,Bombing
201014049,Bombing
201014012,Bombing
201014058,Bombing
201014054,Bombing
201014054, Suicide
201013993,Bombing
201013971,Bombing
201013990,Bombing
201013990, Suicide
201013977,Bombing
201013977, Suicide
201013983,Armed Attack
201013463,Assault
201013475,Unknown
201013487,Unknown
201014750,Kidnapping
201013673,Unknown
201014709,Unknown
201013027,Kidnapping
201013027, Unknown
201014197,Kidnapping
201013036,Bombing
201013857,Bombing
201013963,Armed Attack
201013963, Bombing
201014087,Armed Attack
201014087, Bombing
201013507,Bombing
201013513,Bombing
201014100,Bombing
201014099,Bombing
201014088,Bombing
201014094,Bombing
201013771,Bombing
201013509,Armed Attack
201013556,Armed Attack
201013483,Armed Attack
201013511,Armed Attack
201013511, Kidnapping
201013074,Armed Attack
201013074, Kidnapping
201013035,Armed Attack
201014131,Armed Attack
201013781,Armed Attack
201013732,Armed Attack
201013782,Armed Attack
201013780,Armed Attack
201013301,Armed Attack
201013785,Armed Attack
201013785, Barricade/Hostage
201013053,Arson/Firebombing
201013037,Arson/Firebombing
201013772,Arson/Firebombing
201013515,Armed Attack
201013049,Armed Attack
201013770,Armed Attack
201013360,Armed Attack
201014091,Bombing
201013362,Bombing
201013046,Assault
201013046, Kidnapping
201013491,Unknown
201013085,Unknown
201014198,Kidnapping
201014081,Kidnapping
201014079,Kidnapping
201014084,Kidnapping
201014607,Kidnapping
201013378,Bombing
201013458,Bombing
201014108,Bombing
201014102,Bombing
201014104,Bombing
201014106,Bombing
201013662,Bombing
201013731,Armed Attack
201014105,Armed Attack
201013585,Kidnapping
201013580,Armed Attack
201013661,Armed Attack
201013257,Armed Attack
201013264,Armed Attack
201014103,Armed Attack
201013461,Unknown
201013380,Unknown
201014711,Kidnapping
201013795,Kidnapping
201013356,Bombing
201013441,Bombing
201013441, Suicide
201013443,Bombing
201014145,Bombing
201013696,Bombing
201013679,Bombing
201013680,Bombing
201013381,Armed Attack
201013379,Armed Attack
201013382,Armed Attack
201013504,Armed Attack
201014144,Armed Attack
201014138,Armed Attack
201013238,Armed Attack
201013254,Armed Attack
201013590,Armed Attack
201013590, Assault
201013590, Barricade/Hostage
201013664,Assault
201013664, Kidnapping
201013806,Armed Attack
201013400,Kidnapping
201013400, Unknown
201013116,Arson/Firebombing
201013113,Arson/Firebombing
201013092,Arson/Firebombing
201013092, Barricade/Hostage
201013092, Theft
201013706,Armed Attack
201013355,Armed Attack
201013386,Unknown
201013383,Unknown
201013104,Kidnapping
201014205,Kidnapping
201014090,Kidnapping
201014083,Unknown
201014222,Armed Attack
201014222, Arson/Firebombing
201014222, Bombing
201014222, Suicide
201013565,Bombing
201013384,Bombing
201013384, Suicide
201013389,Bombing
201013399,Bombing
201013385,Bombing
201013567,Bombing
201013476,Bombing
201013953,Bombing
201014168,Bombing
201014183,Bombing
201014166,Bombing
201013682,Bombing
201013354,Bombing
201013334,Bombing
201013338,Bombing
201013338, Near Miss/Non Attack Incident
201013477,Armed Attack
201013397,Armed Attack
201013343,Armed Attack
201014721,Armed Attack
201013112,Armed Attack
201013260,Armed Attack
201013256,Armed Attack
201013258,Armed Attack
201013255,Armed Attack
201013290,Assault
201013290, Kidnapping
201013388,Arson/Firebombing
201013388, Hijacking
201013166,Arson/Firebombing
201013242,Armed Attack
201014170,Bombing
201014170, Suicide
201013467,Armed Attack
201013394,Armed Attack
201013479,Armed Attack
201013729,Armed Attack
201014165,Armed Attack
201014092,Assault
201014092, Kidnapping
201013396,Unknown
201013395,Unknown
201013101,Kidnapping
201013165,Hijacking
201014216,Kidnapping
201014211,Kidnapping
201014220,Kidnapping
201014213,Kidnapping
201014208,Kidnapping
201013392,Bombing
201013392, Suicide
201013393,Bombing
201013346,Bombing
201013359,Bombing
201014174,Bombing
201014177,Bombing
201014176,Bombing
201014180,Bombing
201013472,Bombing
201013472, Near Miss/Non Attack Incident
201013468,Bombing
201013308,Bombing
201013202,Assault
201013202, Bombing
201013398,Armed Attack
201013149,Armed Attack
201013151,Armed Attack
201014807,Armed Attack
201014188,Armed Attack
201014189,Armed Attack
201013596,Armed Attack
201013684,Armed Attack
201013841,Armed Attack
201013351,Armed Attack
201013353,Armed Attack
201013345,Armed Attack
201013345, Arson/Firebombing
201013597,Arson/Firebombing
201014179,Arson/Firebombing
201013600,Arson/Firebombing
201013496,Armed Attack
201013431,Armed Attack
201013390,Armed Attack
201013299,Barricade/Hostage
201013299, Threat
201014223,Assault
201014223, Kidnapping
201013391,Unknown
201013420,Unknown
201013410,Unknown
201014391,Kidnapping
201014391, Unknown
201014224,Kidnapping
201013281,Bombing
201013413,Bombing
201013429,Bombing
201014190,Bombing
201013422,Armed Attack
201013421,Armed Attack
201013349,Armed Attack
201014728,Kidnapping
201013207,Armed Attack
201013669,Armed Attack
201013606,Armed Attack
201013668,Armed Attack
201013688,Armed Attack
201013775,Armed Attack
201014341,Armed Attack
201013893,Armed Attack
201013671,Arson/Firebombing
201014424,Armed Attack
201013500,Assault
201013500, Kidnapping
201013500, Theft
201013500, Threat
